OBJECTID_1,COUNTY,COUNTY_ID,TOWN,TOWN_ID,VILLAGE,VILLAGE_ID,V_ID,TV_ALL,VILLCODE,AREA
259,宜蘭縣,10002,宜蘭市,10002010,北門里,028,10002010-028,宜蘭市北門里,A0201-028-00,176856.2125
260,宜蘭縣,10002,宜蘭市,10002010,慶和里,029,10002010-029,宜蘭市慶和里,A0201-029-00,174324.9821
261,宜蘭縣,10002,宜蘭市,10002010,鄂王里,030,10002010-030,宜蘭市鄂王里,A0201-030-00,118911.6517
262,宜蘭縣,10002,宜蘭市,10002010,中山里,031,10002010-031,宜蘭市中山里,A0201-031-00,51048.2791
263,宜蘭縣,10002,宜蘭市,10002010,西門里,032,10002010-032,宜蘭市西門里,A0201-032-00,122804.7971
264,宜蘭縣,10002,宜蘭市,10002010,大道里,033,10002010-033,宜蘭市大道里,A0201-033-00,103825.1893
265,宜蘭縣,10002,宜蘭市,10002010,南門里,034,10002010-034,宜蘭市南門里,A0201-034-00,205060.8486
266,宜蘭縣,10002,宜蘭市,10002010,負郭里,035,10002010-035,宜蘭市負郭里,A0201-035-00,221674.403
267,宜蘭縣,10002,宜蘭市,10002010,民族里,036,10002010-036,宜蘭市民族里,A0201-036-00,160896.834
268,宜蘭縣,10002,宜蘭市,10002010,建軍里,037,10002010-037,宜蘭市建軍里,A0201-037-00,1456897.7998
269,宜蘭縣,10002,羅東鎮,10002020,仁愛里,024,10002020-024,羅東鎮仁愛里,A0202-024-00,1565792.5914
270,宜蘭縣,10002,羅東鎮,10002020,樹林里,025,10002020-025,羅東鎮樹林里,A0202-025-00,478264.8876
271,宜蘭縣,10002,羅東鎮,10002020,國華里,026,10002020-026,羅東鎮國華里,A0202-026-00,193317.2676
272,宜蘭縣,10002,羅東鎮,10002020,維揚里,027,10002020-027,羅東鎮維揚里,A0202-027-00,242090.6208
273,宜蘭縣,10002,羅東鎮,10002020,開明里,028,10002020-028,羅東鎮開明里,A0202-028-00,91984.0438
274,宜蘭縣,10002,羅東鎮,10002020,中山里,029,10002020-029,羅東鎮中山里,A0202-029-00,63568.7321
275,宜蘭縣,10002,羅東鎮,10002020,仁和里,030,10002020-030,羅東鎮仁和里,A0202-030-00,65731.9968
276,宜蘭縣,10002,蘇澳鎮,10002030,龍德里,001,10002030-001,蘇澳鎮龍德里,A0203-001-00,3043359.5646
277,宜蘭縣,10002,宜蘭市,10002010,思源里,038,10002010-038,宜蘭市思源里,A0201-038-00,858714.0891
278,宜蘭縣,10002,宜蘭市,10002010,文化里,039,10002010-039,宜蘭市文化里,A0201-039-00,272661.0608
279,宜蘭縣,10002,宜蘭市,10002010,復興里,040,10002010-040,宜蘭市復興里,A0201-040-00,197641.9908
280,宜蘭縣,10002,羅東鎮,10002020,大新里,004,10002020-004,羅東鎮大新里,A0202-004-00,137113.9857
281,宜蘭縣,10002,羅東鎮,10002020,東安里,005,10002020-005,羅東鎮東安里,A0202-005-00,903918.566
282,宜蘭縣,10002,羅東鎮,10002020,新群里,006,10002020-006,羅東鎮新群里,A0202-006-00,2217987.7823
283,宜蘭縣,10002,羅東鎮,10002020,羅莊里,007,10002020-007,羅東鎮羅莊里,A0202-007-00,655685.229
284,宜蘭縣,10002,羅東鎮,10002020,南昌里,008,10002020-008,羅東鎮南昌里,A0202-008-00,225947.6348
285,宜蘭縣,10002,羅東鎮,10002020,南豪里,009,10002020-009,羅東鎮南豪里,A0202-009-00,100960.8487
286,宜蘭縣,10002,羅東鎮,10002020,成功里,010,10002020-010,羅東鎮成功里,A0202-010-00,201771.0641
287,宜蘭縣,10002,羅東鎮,10002020,仁德里,011,10002020-011,羅東鎮仁德里,A0202-011-00,48861.2531
288,宜蘭縣,10002,羅東鎮,10002020,漢民里,016,10002020-016,羅東鎮漢民里,A0202-016-00,255936.7894
289,宜蘭縣,10002,羅東鎮,10002020,西安里,017,10002020-017,羅東鎮西安里,A0202-017-00,519132.3435
290,宜蘭縣,10002,羅東鎮,10002020,北成里,018,10002020-018,羅東鎮北成里,A0202-018-00,1281605.6876
291,宜蘭縣,10002,羅東鎮,10002020,賢文里,019,10002020-019,羅東鎮賢文里,A0202-019-00,272869.7953
292,宜蘭縣,10002,羅東鎮,10002020,公正里,020,10002020-020,羅東鎮公正里,A0202-020-00,117937.8019
293,宜蘭縣,10002,羅東鎮,10002020,集祥里,021,10002020-021,羅東鎮集祥里,A0202-021-00,108072.9552
294,宜蘭縣,10002,羅東鎮,10002020,信義里,022,10002020-022,羅東鎮信義里,A0202-022-00,610236.1286
295,宜蘭縣,10002,羅東鎮,10002020,竹林里,023,10002020-023,羅東鎮竹林里,A0202-023-00,913770.4422
296,宜蘭縣,10002,宜蘭市,10002010,慈安里,017,10002010-017,宜蘭市慈安里,A0201-017-00,397522.8575
297,宜蘭縣,10002,宜蘭市,10002010,新民里,018,10002010-018,宜蘭市新民里,A0201-018-00,50491.2631
298,宜蘭縣,10002,宜蘭市,10002010,東門里,019,10002010-019,宜蘭市東門里,A0201-019-00,54533.2968
299,宜蘭縣,10002,宜蘭市,10002010,中正里,020,10002010-020,宜蘭市中正里,A0201-020-00,38661.5494
300,宜蘭縣,10002,宜蘭市,10002010,小東里,021,10002010-021,宜蘭市小東里,A0201-021-00,132421.7773
301,宜蘭縣,10002,宜蘭市,10002010,菜園里,022,10002010-022,宜蘭市菜園里,A0201-022-00,107044.6893
302,宜蘭縣,10002,宜蘭市,10002010,孝廉里,023,10002010-023,宜蘭市孝廉里,A0201-023-00,56901.9684
303,宜蘭縣,10002,宜蘭市,10002010,新生里,024,10002010-024,宜蘭市新生里,A0201-024-00,1936666.7479
304,宜蘭縣,10002,宜蘭市,10002010,茭白里,025,10002010-025,宜蘭市茭白里,A0201-025-00,1376352.4937
305,宜蘭縣,10002,宜蘭市,10002010,北津里,026,10002010-026,宜蘭市北津里,A0201-026-00,561860.0472
306,宜蘭縣,10002,蘇澳鎮,10002030,蘇西里,010,10002030-010,蘇澳鎮蘇西里,A0203-010-00,870031.2226
307,宜蘭縣,10002,蘇澳鎮,10002030,蘇北里,011,10002030-011,蘇澳鎮蘇北里,A0203-011-00,928938.0354
308,宜蘭縣,10002,蘇澳鎮,10002030,蘇南里,012,10002030-012,蘇澳鎮蘇南里,A0203-012-00,64818.8006
309,宜蘭縣,10002,蘇澳鎮,10002030,蘇東里,013,10002030-013,蘇澳鎮蘇東里,A0203-013-00,2106453.6168
310,宜蘭縣,10002,蘇澳鎮,10002030,長安里,014,10002030-014,蘇澳鎮長安里,A0203-014-00,1382348.8701
311,宜蘭縣,10002,蘇澳鎮,10002030,永光里,015,10002030-015,蘇澳鎮永光里,A0203-015-00,121442.8141
312,宜蘭縣,10002,蘇澳鎮,10002030,永春里,016,10002030-016,蘇澳鎮永春里,A0203-016-00,9635445.5623
313,宜蘭縣,10002,蘇澳鎮,10002030,永樂里,017,10002030-017,蘇澳鎮永樂里,A0203-017-00,13488295.9409
314,宜蘭縣,10002,壯圍鄉,10002060,吉祥村,001,10002060-001,壯圍鄉吉祥村,A0206-001-00,1384515.4127
315,宜蘭縣,10002,壯圍鄉,10002060,美福村,002,10002060-002,壯圍鄉美福村,A0206-002-00,4628498.5152
316,宜蘭縣,10002,壯圍鄉,10002060,新南村,003,10002060-003,壯圍鄉新南村,A0206-003-00,5229079.3511
317,宜蘭縣,10002,壯圍鄉,10002060,東港村,004,10002060-004,壯圍鄉東港村,A0206-004-00,2097053.7302
318,宜蘭縣,10002,蘇澳鎮,10002030,南安里,018,10002030-018,蘇澳鎮南安里,A0203-018-00,287802.2075
319,宜蘭縣,10002,蘇澳鎮,10002030,南正里,019,10002030-019,蘇澳鎮南正里,A0203-019-00,358779.4874
320,宜蘭縣,10002,蘇澳鎮,10002030,南成里,020,10002030-020,蘇澳鎮南成里,A0203-020-00,214128.5905
321,宜蘭縣,10002,蘇澳鎮,10002030,南興里,021,10002030-021,蘇澳鎮南興里,A0203-021-00,103236.2134
322,宜蘭縣,10002,蘇澳鎮,10002030,南寧里,022,10002030-022,蘇澳鎮南寧里,A0203-022-00,60696.4078
323,宜蘭縣,10002,蘇澳鎮,10002030,南建里,023,10002030-023,蘇澳鎮南建里,A0203-023-00,816100.4882
324,宜蘭縣,10002,蘇澳鎮,10002030,東澳里,024,10002030-024,蘇澳鎮東澳里,A0203-024-00,12574329.3427
325,宜蘭縣,10002,蘇澳鎮,10002030,南強里,025,10002030-025,蘇澳鎮南強里,A0203-025-00,2578221.8177
326,宜蘭縣,10002,蘇澳鎮,10002030,朝陽里,026,10002030-026,蘇澳鎮朝陽里,A0203-026-00,13014647.9913
327,宜蘭縣,10002,頭城鎮,10002040,石城里,001,10002040-001,頭城鎮石城里,A0204-001-00,4260919.1558
328,宜蘭縣,10002,頭城鎮,10002040,大里里,002,10002040-002,頭城鎮大里里,A0204-002-00,7903125.7158
329,宜蘭縣,10002,頭城鎮,10002040,大溪里,003,10002040-003,頭城鎮大溪里,A0204-003-00,10487998.5485
330,宜蘭縣,10002,頭城鎮,10002040,合興里,004,10002040-004,頭城鎮合興里,A0204-004-00,8324390.1941
331,宜蘭縣,10002,頭城鎮,10002040,更新里,005,10002040-005,頭城鎮更新里,A0204-005-00,7580661.9899
332,宜蘭縣,10002,頭城鎮,10002040,外澳里,006,10002040-006,頭城鎮外澳里,A0204-006-00,6826612.6884
333,宜蘭縣,10002,頭城鎮,10002040,港口里,007,10002040-007,頭城鎮港口里,A0204-007-00,1944996.782
334,宜蘭縣,10002,頭城鎮,10002040,武營里,008,10002040-008,頭城鎮武營里,A0204-008-00,2161687.4848
335,宜蘭縣,10002,頭城鎮,10002040,大坑里,009,10002040-009,頭城鎮大坑里,A0204-009-00,1191345.4395
336,宜蘭縣,10002,頭城鎮,10002040,城北里,011,10002040-011,頭城鎮城北里,A0204-011-00,104047.5929
337,宜蘭縣,10002,頭城鎮,10002040,城西里,012,10002040-012,頭城鎮城西里,A0204-012-00,78351.6847
338,宜蘭縣,10002,頭城鎮,10002040,城南里,013,10002040-013,頭城鎮城南里,A0204-013-00,44443.2921
339,宜蘭縣,10002,頭城鎮,10002040,竹安里,014,10002040-014,頭城鎮竹安里,A0204-014-00,2288899.4175
340,宜蘭縣,10002,頭城鎮,10002040,新建里,015,10002040-015,頭城鎮新建里,A0204-015-00,1321341.7279
341,宜蘭縣,10002,頭城鎮,10002040,拔雅里,016,10002040-016,頭城鎮拔雅里,A0204-016-00,10366003.4969
342,宜蘭縣,10002,頭城鎮,10002040,福成里,017,10002040-017,頭城鎮福成里,A0204-017-00,8171510.3802
343,宜蘭縣,10002,頭城鎮,10002040,金面里,018,10002040-018,頭城鎮金面里,A0204-018-00,2190470.6959
344,宜蘭縣,10002,頭城鎮,10002040,金盈里,019,10002040-019,頭城鎮金盈里,A0204-019-00,756428.6542
345,宜蘭縣,10002,頭城鎮,10002040,頂埔里,020,10002040-020,頭城鎮頂埔里,A0204-020-00,1731290.7892
346,宜蘭縣,10002,頭城鎮,10002040,下埔里,021,10002040-021,頭城鎮下埔里,A0204-021-00,906192.1421
347,宜蘭縣,10002,頭城鎮,10002040,中崙里,022,10002040-022,頭城鎮中崙里,A0204-022-00,1930276.9327
348,宜蘭縣,10002,頭城鎮,10002040,二城里,023,10002040-023,頭城鎮二城里,A0204-023-00,9534985.7472
349,宜蘭縣,10002,頭城鎮,10002040,龜山里,024,10002040-024,頭城鎮龜山里,A0204-024-00,2692202.2592
350,宜蘭縣,10002,礁溪鄉,10002050,玉石村,002,10002050-002,礁溪鄉玉石村,A0205-002-00,3875370.7305
351,宜蘭縣,10002,礁溪鄉,10002050,德陽村,003,10002050-003,礁溪鄉德陽村,A0205-003-00,2909081.4923
352,宜蘭縣,10002,礁溪鄉,10002050,大忠村,004,10002050-004,礁溪鄉大忠村,A0205-004-00,15314754.7653
353,宜蘭縣,10002,礁溪鄉,10002050,大義村,005,10002050-005,礁溪鄉大義村,A0205-005-00,109867.0107
354,宜蘭縣,10002,礁溪鄉,10002050,六結村,006,10002050-006,礁溪鄉六結村,A0205-006-00,968763.9874
355,宜蘭縣,10002,礁溪鄉,10002050,二龍村,007,10002050-007,礁溪鄉二龍村,A0205-007-00,1882391.6469
356,宜蘭縣,10002,礁溪鄉,10002050,時潮村,008,10002050-008,礁溪鄉時潮村,A0205-008-00,5900030.0843
357,宜蘭縣,10002,礁溪鄉,10002050,玉田村,009,10002050-009,礁溪鄉玉田村,A0205-009-00,4381852.3448
358,宜蘭縣,10002,礁溪鄉,10002050,三民村,010,10002050-010,礁溪鄉三民村,A0205-010-00,2671365.2357
359,宜蘭縣,10002,礁溪鄉,10002050,林美村,011,10002050-011,礁溪鄉林美村,A0205-011-00,8909960.5541
360,宜蘭縣,10002,礁溪鄉,10002050,白鵝村,012,10002050-012,礁溪鄉白鵝村,A0205-012-00,2188012.1841
361,宜蘭縣,10002,礁溪鄉,10002050,玉光村,013,10002050-013,礁溪鄉玉光村,A0205-013-00,2527936.2664
362,宜蘭縣,10002,礁溪鄉,10002050,光武村,014,10002050-014,礁溪鄉光武村,A0205-014-00,2521913.5787
363,宜蘭縣,10002,礁溪鄉,10002050,吳沙村,015,10002050-015,礁溪鄉吳沙村,A0205-015-00,2077283.2059
364,宜蘭縣,10002,礁溪鄉,10002050,龍潭村,016,10002050-016,礁溪鄉龍潭村,A0205-016-00,4534983.9648
365,宜蘭縣,10002,礁溪鄉,10002050,匏崙村,017,10002050-017,礁溪鄉匏崙村,A0205-017-00,12697698.0255
366,宜蘭縣,10002,礁溪鄉,10002050,二結村,018,10002050-018,礁溪鄉二結村,A0205-018-00,24636592.6909
367,宜蘭縣,10002,蘇澳鎮,10002030,頂寮里,002,10002030-002,蘇澳鎮頂寮里,A0203-002-00,1732153.0458
368,宜蘭縣,10002,蘇澳鎮,10002030,永榮里,003,10002030-003,蘇澳鎮永榮里,A0203-003-00,1065925.307
369,宜蘭縣,10002,蘇澳鎮,10002030,存仁里,004,10002030-004,蘇澳鎮存仁里,A0203-004-00,2356691.3098
370,宜蘭縣,10002,蘇澳鎮,10002030,港邊里,005,10002030-005,蘇澳鎮港邊里,A0203-005-00,2739292.0818
371,宜蘭縣,10002,蘇澳鎮,10002030,岳明里,006,10002030-006,蘇澳鎮岳明里,A0203-006-00,203642.9338
372,宜蘭縣,10002,蘇澳鎮,10002030,隘丁里,007,10002030-007,蘇澳鎮隘丁里,A0203-007-00,1953907.6332
373,宜蘭縣,10002,蘇澳鎮,10002030,新城里,008,10002030-008,蘇澳鎮新城里,A0203-008-00,7585960.1556
374,宜蘭縣,10002,蘇澳鎮,10002030,聖湖里,009,10002030-009,蘇澳鎮聖湖里,A0203-009-00,7275551.1906
375,宜蘭縣,10002,壯圍鄉,10002060,美城村,011,10002060-011,壯圍鄉美城村,A0206-011-00,3604298.8897
376,宜蘭縣,10002,壯圍鄉,10002060,新社村,012,10002060-012,壯圍鄉新社村,A0206-012-00,2634441.6383
377,宜蘭縣,10002,壯圍鄉,10002060,大福村,013,10002060-013,壯圍鄉大福村,A0206-013-00,1964030.1026
378,宜蘭縣,10002,壯圍鄉,10002060,古結村,014,10002060-014,壯圍鄉古結村,A0206-014-00,2218214.0322
379,宜蘭縣,10002,員山鄉,10002070,員山村,001,10002070-001,員山鄉員山村,A0207-001-00,2568504.2275
380,宜蘭縣,10002,員山鄉,10002070,尚德村,002,10002070-002,員山鄉尚德村,A0207-002-00,3868736.5048
381,宜蘭縣,10002,冬山鄉,10002080,香和村,007,10002080-007,冬山鄉香和村,A0208-007-00,1072382.3558
382,宜蘭縣,10002,冬山鄉,10002080,南興村,008,10002080-008,冬山鄉南興村,A0208-008-00,848406.2526
383,宜蘭縣,10002,冬山鄉,10002080,冬山村,009,10002080-009,冬山鄉冬山村,A0208-009-00,151523.3817
384,宜蘭縣,10002,冬山鄉,10002080,安平村,010,10002080-010,冬山鄉安平村,A0208-010-00,7096344.803
385,宜蘭縣,10002,冬山鄉,10002080,太和村,011,10002080-011,冬山鄉太和村,A0208-011-00,5340413.8058
386,宜蘭縣,10002,冬山鄉,10002080,八寶村,012,10002080-012,冬山鄉八寶村,A0208-012-00,2188379.4463
387,宜蘭縣,10002,冬山鄉,10002080,丸山村,013,10002080-013,冬山鄉丸山村,A0208-013-00,1900887.4315
388,宜蘭縣,10002,冬山鄉,10002080,中山村,014,10002080-014,冬山鄉中山村,A0208-014-00,6291416.3248
389,宜蘭縣,10002,冬山鄉,10002080,順安村,015,10002080-015,冬山鄉順安村,A0208-015-00,2032089.9839
390,宜蘭縣,10002,冬山鄉,10002080,永美村,016,10002080-016,冬山鄉永美村,A0208-016-00,2305944.8757
391,宜蘭縣,10002,冬山鄉,10002080,群英村,017,10002080-017,冬山鄉群英村,A0208-017-00,1891062.0716
392,宜蘭縣,10002,冬山鄉,10002080,清溝村,018,10002080-018,冬山鄉清溝村,A0208-018-00,929958.3151
393,宜蘭縣,10002,冬山鄉,10002080,鹿埔村,019,10002080-019,冬山鄉鹿埔村,A0208-019-00,2685441.648
394,宜蘭縣,10002,冬山鄉,10002080,得安村,020,10002080-020,冬山鄉得安村,A0208-020-00,4209814.914
395,宜蘭縣,10002,冬山鄉,10002080,廣安村,022,10002080-022,冬山鄉廣安村,A0208-022-00,1327626.7883
396,宜蘭縣,10002,冬山鄉,10002080,柯林村,023,10002080-023,冬山鄉柯林村,A0208-023-00,4747655.2415
397,宜蘭縣,10002,冬山鄉,10002080,大進村,024,10002080-024,冬山鄉大進村,A0208-024-00,12725291.0424
398,宜蘭縣,10002,員山鄉,10002070,惠好村,003,10002070-003,員山鄉惠好村,A0207-003-00,2500655.4385
399,宜蘭縣,10002,員山鄉,10002070,七賢村,004,10002070-004,員山鄉七賢村,A0207-004-00,3170463.5067
400,宜蘭縣,10002,員山鄉,10002070,深溝村,005,10002070-005,員山鄉深溝村,A0207-005-00,5505695.4133
401,宜蘭縣,10002,員山鄉,10002070,蓁巷村,006,10002070-006,員山鄉蓁巷村,A0207-006-00,5050841.8333
402,宜蘭縣,10002,員山鄉,10002070,內城村,007,10002070-007,員山鄉內城村,A0207-007-00,4234260.107
403,宜蘭縣,10002,員山鄉,10002070,中華村,008,10002070-008,員山鄉中華村,A0207-008-00,27984265.1685
404,宜蘭縣,10002,員山鄉,10002070,永和村,009,10002070-009,員山鄉永和村,A0207-009-00,3080881.6436
405,宜蘭縣,10002,員山鄉,10002070,頭分村,010,10002070-010,員山鄉頭分村,A0207-010-00,1155371.2961
406,宜蘭縣,10002,員山鄉,10002070,枕山村,011,10002070-011,員山鄉枕山村,A0207-011-00,20401662.9869
407,宜蘭縣,10002,員山鄉,10002070,同樂村,012,10002070-012,員山鄉同樂村,A0207-012-00,1363899.9529
408,宜蘭縣,10002,員山鄉,10002070,湖東村,013,10002070-013,員山鄉湖東村,A0207-013-00,4189317.9582
409,宜蘭縣,10002,員山鄉,10002070,逸仙村,014,10002070-014,員山鄉逸仙村,A0207-014-00,4094882.418
410,宜蘭縣,10002,員山鄉,10002070,湖北村,015,10002070-015,員山鄉湖北村,A0207-015-00,1198278.1002
411,宜蘭縣,10002,員山鄉,10002070,湖西村,016,10002070-016,員山鄉湖西村,A0207-016-00,51249701.845
412,宜蘭縣,10002,冬山鄉,10002080,武淵村,001,10002080-001,冬山鄉武淵村,A0208-001-00,3516066.2332
413,宜蘭縣,10002,冬山鄉,10002080,珍珠村,002,10002080-002,冬山鄉珍珠村,A0208-002-00,2373667.8877
414,宜蘭縣,10002,冬山鄉,10002080,補城村,003,10002080-003,冬山鄉補城村,A0208-003-00,2199192.8519
