ivid,blue,green
PEN-030-006,56,46
PEN-030-007,49,52
PEN-030-008,428,414
PEN-030-009,83,62
PEN-030-010,175,162
PEN-030-011,208,183
PEN-030-012,228,295
PEN-030-013,385,154
PEN-030-014,79,27
PEN-030-015,33,58
PEN-040-001,84,39
PEN-040-002,91,96
PEN-040-004,162,199
PEN-040-003,104,17
PEN-040-005,113,182
PEN-040-006,22,37
PEN-040-007,164,110
PEN-040-008,49,42
PEN-040-009,82,173
PEN-040-010,249,345
PEN-040-011,595,310
PEN-050-001,151,174
PEN-050-002,95,94
PEN-050-003,70,80
PEN-050-004,94,117
PEN-050-005,189,703
PEN-050-008,55,92
PEN-050-006,102,213
PEN-050-007,39,81
PEN-050-009,109,74
PEN-060-001,79,60
PEN-060-002,195,168
PEN-060-003,222,123
PEN-060-004,142,84
PEN-060-005,107,93
PEN-060-006,368,247
KEE-010-021,317,104
KEE-010-022,1245,693
KEE-010-019,549,425
KEE-010-020,458,263
KEE-010-026,1347,677
KEE-010-025,966,567
KEE-010-018,395,380
KEE-010-016,457,470
KEE-010-017,378,192
KEE-010-015,568,215
KEE-010-024,333,237
KEE-010-023,584,362
KEE-010-014,435,273
KEE-010-013,689,319
KEE-010-012,686,325
KEE-010-011,462,272
KEE-010-010,766,454
KEE-010-009,395,262
KEE-010-008,304,233
KEE-010-007,444,243
KEE-010-006,403,243
KEE-010-005,277,287
KEE-010-004,334,235
KEE-010-002,341,296
KEE-010-003,248,232
KEE-010-001,209,179
KEE-070-001,364,230
KEE-070-002,416,247
KEE-070-003,281,179
KEE-070-004,779,497
KEE-070-005,248,232
KEE-070-006,366,258
KEE-070-007,194,169
KEE-070-008,476,422
KEE-070-009,501,285
KEE-070-010,526,312
KEE-070-011,691,415
KEE-070-016,997,697
KEE-070-012,573,382
KEE-070-013,1030,576
KEE-070-014,803,574
KEE-070-018,771,590
KEE-070-020,1316,823
KEE-070-019,573,462
KEE-070-017,658,538
KEE-070-015,318,226
KEE-040-001,382,443
KEE-040-002,269,263
KEE-040-003,401,356
KEE-040-004,479,415
KEE-040-005,670,549
KEE-040-006,305,278
KEE-040-007,303,259
KEE-040-008,284,281
KEE-040-009,256,286
KEE-040-010,402,382
KEE-040-011,211,192
KEE-040-012,211,256
KEE-040-013,666,675
KEE-040-014,173,189
KEE-040-015,347,364
KEE-040-016,198,214
KEE-040-017,417,306
KEE-040-018,216,242
KEE-040-019,224,222
KEE-040-020,209,241
KEE-040-021,237,146
KEE-040-022,370,247
KEE-040-023,267,304
KEE-040-024,933,493
KEE-040-029,558,599
KEE-040-025,190,185
KEE-040-026,158,161
KEE-040-027,169,268
KEE-040-028,159,166
KEE-050-001,189,234
KEE-050-002,343,285
KEE-050-003,265,272
KEE-050-004,297,276
KEE-050-005,265,247
KEE-050-006,393,321
KEE-050-007,266,196
KEE-050-008,380,347
KEE-050-009,371,249
KEE-050-010,414,311
KEE-050-011,552,475
KEE-050-023,183,115
KEE-050-014,208,192
KEE-050-015,262,241
KEE-050-012,550,383
KEE-050-013,310,236
KEE-050-022,969,792
KEE-050-020,1657,1190
KEE-050-021,1381,993
KEE-050-024,1391,1237
KEE-050-019,428,413
KEE-050-018,274,231
KEE-050-017,247,310
KEE-050-016,209,196
KEE-060-003,380,341
KEE-060-001,385,273
KEE-060-002,314,266
KEE-060-004,389,349
KEE-060-005,240,308
KEE-060-006,721,603
KEE-060-007,515,542
KEE-060-009,229,272
KEE-060-010,188,165
KEE-060-008,829,961
KEE-060-015,827,637
KEE-060-025,815,618
KEE-060-016,1241,1106
KEE-060-017,1104,801
KEE-060-018,1075,808
KEE-060-019,788,698
KEE-060-022,841,612
KEE-060-020,747,635
KEE-060-024,742,527
KEE-060-023,1041,875
KEE-060-011,997,921
KEE-060-014,860,748
KEE-060-021,1073,814
KEE-060-012,374,301
KEE-060-013,1246,1056
KEE-030-001,401,361
KEE-030-011,136,137
KEE-030-002,204,174
KEE-030-003,214,151
KEE-030-004,1031,681
KEE-030-008,792,504
KEE-030-007,710,525
KEE-030-009,146,96
KEE-030-010,1185,898
KEE-030-005,867,408
KEE-030-006,936,424
KEE-030-013,1102,714
KEE-030-012,1507,911
KEE-020-001,1005,779
KEE-020-002,625,505
KEE-020-017,643,472
KEE-020-003,1211,757
KEE-020-004,648,450
KEE-020-005,565,451
KEE-020-006,450,333
KEE-020-007,291,200
KEE-020-009,1033,821
KEE-020-008,560,435
KEE-020-011,417,432
KEE-020-020,486,381
KEE-020-010,840,693
KEE-020-018,1300,1080
KEE-020-019,875,712
KEE-020-012,134,129
KEE-020-013,100,65
KEE-020-014,123,85
KEE-020-015,401,292
KEE-020-016,163,104
HSZ-010-011,290,231
HSZ-010-017,597,202
HSZ-010-005,156,221
HSZ-010-007,192,226
HSZ-010-006,95,85
HSZ-010-012,135,157
HSZ-010-051,684,234
HSZ-010-018,1318,860
HSZ-010-019,1237,916
HSZ-010-050,1240,844
HSZ-010-020,1196,1022
HSZ-010-021,894,608
HSZ-010-013,851,550
HSZ-010-048,654,564
HSZ-010-027,1019,642
HSZ-010-026,1641,976
HSZ-010-022,483,317
HSZ-010-023,739,439
HSZ-010-038,858,765
HSZ-010-039,991,1082
HSZ-010-040,763,523
HSZ-010-024,1099,622
HSZ-010-025,1862,285
HSZ-010-036,1355,416
HSZ-010-035,430,92
HSZ-010-037,935,229
HSZ-010-033,982,397
HSZ-010-042,917,564
HSZ-010-047,1937,976
HSZ-010-041,766,675
HSZ-010-043,1535,868
HSZ-010-046,1393,652
HSZ-010-045,1624,799
HSZ-010-044,1293,655
HSZ-010-032,323,219
HSZ-010-004,103,171
HSZ-010-001,164,200
HSZ-010-003,177,293
HSZ-010-002,324,337
HSZ-010-016,1179,962
HSZ-010-029,847,750
HSZ-010-010,219,235
HSZ-010-009,175,272
HSZ-010-008,189,133
HSZ-010-014,844,754
HSZ-010-015,427,411
HSZ-010-049,930,752
HSZ-010-028,894,720
HSZ-010-031,1543,1072
HSZ-010-052,946,744
HSZ-010-030,1069,749
HSZ-010-053,973,501
HSZ-020-001,183,260
HSZ-020-003,156,216
HSZ-020-006,124,145
HSZ-020-002,165,191
HSZ-020-005,273,391
HSZ-020-007,306,349
HSZ-020-031,775,778
HSZ-020-044,351,252
HSZ-020-032,1575,902
HSZ-020-033,821,858
HSZ-020-030,649,668
HSZ-020-034,849,1197
HSZ-020-035,720,36
HSZ-020-010,220,129
HSZ-020-011,136,224
HSZ-020-009,143,180
HSZ-020-013,428,380
HSZ-020-012,346,345
HSZ-020-008,277,296
HSZ-020-014,1206,1130
HSZ-020-037,1314,1331
HSZ-020-038,1311,1257
HSZ-020-016,1093,967
HSZ-020-015,744,639
HSZ-020-017,648,560
HSZ-020-039,1003,668
HSZ-020-040,1213,930
HSZ-020-021,800,470
HSZ-020-043,735,587
HSZ-020-042,1683,1002
HSZ-020-022,1500,1153
HSZ-020-041,1460,956
HSZ-020-023,2188,240
HSZ-020-019,1128,792
HSZ-020-036,1460,1150
HSZ-020-018,524,521
HSZ-020-020,288,314
HSZ-020-024,1594,1182
HSZ-020-026,737,543
HSZ-020-028,771,640
HSZ-020-029,1036,662
HSZ-020-027,406,418
HSZ-020-025,249,148
HSZ-030-009,757,763
HSZ-030-024,948,742
HSZ-030-007,787,704
HSZ-030-008,860,803
HSZ-030-006,732,887
HSZ-030-005,444,774
HSZ-030-004,544,606
HSZ-030-003,590,541
HSZ-030-002,1324,1419
HSZ-030-001,611,670
HSZ-030-010,839,558
HSZ-030-011,745,587
HSZ-030-012,1019,872
HSZ-030-013,754,745
HSZ-030-014,331,336
HSZ-030-015,631,480
HSZ-030-016,672,608
HSZ-030-022,383,429
HSZ-030-021,1131,1031
HSZ-030-023,214,367
HSZ-030-020,481,327
HSZ-030-019,255,150
HSZ-030-018,275,180
HSZ-030-017,265,217
CYI-010-044,1511,1154
CYI-010-038,625,392
CYI-010-042,231,207
CYI-010-041,1423,1006
CYI-010-039,1623,964
CYI-010-037,950,561
CYI-010-043,883,688
CYI-010-036,1477,979
CYI-010-035,1377,898
CYI-010-034,1742,901
CYI-010-045,518,359
CYI-010-046,564,515
CYI-010-047,374,427
CYI-010-048,346,430
CYI-010-049,1223,999
CYI-010-050,730,646
CYI-010-051,674,699
CYI-010-052,1622,1448
CYI-010-054,1226,917
CYI-010-053,881,672
CYI-010-055,1187,952
CYI-010-004,1037,839
CYI-010-003,754,622
CYI-010-002,1120,960
CYI-010-001,1147,1087
CYI-010-005,1879,1496
CYI-020-031,293,299
CYI-020-016,2085,1984
CYI-020-021,2006,1648
CYI-020-019,892,718
CYI-020-020,511,456
CYI-020-017,366,499
CYI-020-015,630,666
CYI-020-018,1122,1178
CYI-020-022,701,639
CYI-020-045,309,350
CYI-020-046,617,584
CYI-020-047,1771,1421
CYI-020-048,1576,1358
CYI-020-049,2584,2507
CYI-020-050,1056,1083
CYI-020-053,1624,1341
CYI-020-051,701,658
CYI-020-052,1055,90
CYI-020-054,599,36
CYI-020-055,960,471
CYI-020-003,643,781
CYI-020-005,604,716
CYI-020-001,355,463
CYI-020-002,597,653
CYI-020-009,1299,1325
CYI-020-011,2916,2922
CYI-020-010,997,1445
CYI-020-012,880,880
CYI-020-013,486,429
CYI-020-014,339,322
