ivid,household,male,female
YUN-070-002,408,658,636
YUN-070-003,456,745,658
YUN-070-004,561,979,839
YUN-070-005,1178,1970,1827
YUN-070-006,585,1007,832
YUN-070-007,769,1338,1218
YUN-070-008,337,481,389
YUN-070-009,124,186,147
YUN-070-010,786,1235,1176
YUN-070-011,437,734,625
YUN-070-012,535,786,736
YUN-070-013,205,320,238
YUN-070-014,276,397,292
YUN-070-015,810,1329,1152
YUN-070-016,282,572,499
YUN-070-017,905,1402,1281
YUN-070-018,821,1258,1236
YUN-070-019,606,902,826
YUN-070-020,291,458,387
YUN-080-001,350,515,421
YUN-080-002,814,1360,1257
YUN-080-003,418,716,542
YUN-080-004,387,636,534
YUN-080-005,732,1163,1076
YUN-080-006,678,1153,1016
YUN-080-007,627,992,928
YUN-080-008,469,803,666
YUN-080-009,327,505,420
YUN-080-010,284,428,335
YUN-080-011,457,778,630
YUN-080-012,326,506,421
YUN-080-013,281,469,391
YUN-080-014,291,465,425
YUN-080-015,324,521,392
YUN-090-001,1659,2531,2359
YUN-090-002,329,581,515
YUN-090-003,589,1016,898
YUN-090-004,500,778,687
YUN-090-005,384,722,636
YUN-090-006,694,1202,1077
YUN-090-007,1076,1802,1705
YUN-090-008,468,809,750
YUN-090-009,458,771,703
YUN-090-010,718,1290,1117
YUN-090-011,635,1141,1043
YUN-090-012,583,985,881
YUN-090-013,465,905,768
YUN-090-014,623,1176,1019
YUN-100-001,441,692,643
YUN-100-002,1443,2272,2171
YUN-100-003,836,1402,1299
YUN-100-004,217,368,315
YUN-100-005,331,573,473
YUN-100-006,931,1714,1561
YUN-100-007,240,428,377
YUN-100-008,407,747,670
YUN-100-009,414,703,633
YUN-100-010,601,1159,1093
YUN-110-001,593,926,845
YUN-110-002,668,1111,1016
YUN-110-003,631,1103,890
YUN-110-004,577,1001,840
YUN-110-005,438,783,644
YUN-110-006,663,1254,1047
YUN-110-007,347,598,513
YUN-110-008,334,591,531
YUN-110-009,242,489,490
YUN-110-010,567,1043,869
YUN-110-011,708,1217,1061
YUN-110-012,359,571,530
YUN-110-013,685,1126,1020
YUN-110-014,500,857,778
YUN-110-015,385,657,515
YUN-110-016,315,552,488
YUN-110-017,374,670,571
YUN-110-018,514,912,838
YUN-120-001,507,778,732
YUN-120-002,584,917,898
YUN-120-003,918,1462,1327
YUN-120-004,876,1324,1180
YUN-120-005,825,1322,1225
YUN-120-006,520,879,799
YUN-120-007,776,1393,1173
YUN-120-008,327,558,493
YUN-120-009,658,1062,850
YUN-120-010,746,1213,1045
YUN-120-011,540,981,859
YUN-120-012,432,764,703
YUN-120-013,468,804,707
YUN-120-014,313,528,476
YUN-130-001,1565,2431,2536
YUN-130-002,2541,3829,4017
YUN-130-003,671,1106,982
YUN-130-004,890,1416,1312
YUN-130-005,871,1431,1282
YUN-130-006,1024,1687,1611
YUN-130-007,825,1199,1185
YUN-130-008,1258,1911,1812
YUN-130-009,1441,2304,2152
YUN-130-010,400,656,549
YUN-130-011,1208,1967,1771
YUN-130-012,715,1194,1102
YUN-140-001,628,885,879
YUN-140-002,533,776,733
YUN-140-003,714,1081,897
YUN-140-004,220,339,276
YUN-140-005,531,787,624
YUN-140-006,234,354,291
YUN-140-007,365,585,440
YUN-140-008,435,609,468
YUN-140-009,340,611,470
YUN-140-010,851,1316,1071
YUN-140-011,480,734,573
YUN-140-012,471,678,528
YUN-150-001,770,1270,1129
YUN-150-002,573,946,870
YUN-150-003,583,953,863
YUN-150-004,461,787,650
YUN-150-005,537,959,860
YUN-150-006,358,587,504
YUN-150-007,291,523,436
YUN-150-008,472,788,663
YUN-150-009,357,570,464
YUN-160-001,509,744,741
YUN-160-002,419,681,581
YUN-160-003,462,679,634
YUN-160-004,794,1193,1104
YUN-160-005,754,1017,779
YUN-160-006,779,1231,966
YUN-160-007,256,388,298
YUN-160-008,310,443,379
YUN-160-009,197,292,216
YUN-160-010,385,565,452
YUN-160-011,628,997,881
YUN-160-012,572,891,779
YUN-160-013,1254,2041,1688
YUN-160-014,742,1179,965
YUN-160-015,783,1125,1069
YUN-170-001,1318,2188,1863
YUN-170-002,703,1026,881
YUN-170-003,550,935,782
YUN-170-004,298,478,393
YUN-170-005,390,673,535
YUN-170-006,469,746,608
YUN-170-007,404,632,495
YUN-170-008,377,560,406
YUN-170-009,245,392,317
YUN-170-010,324,535,469
YUN-170-011,159,258,198
YUN-170-012,429,751,646
YUN-170-013,620,965,825
YUN-170-014,404,669,553
YUN-170-015,368,558,487
YUN-170-016,529,816,687
YUN-170-017,391,574,481
YUN-170-018,605,1014,846
YUN-170-019,260,407,332
YUN-170-020,333,567,472
YUN-170-021,270,483,415
YUN-180-001,761,1152,982
YUN-180-002,277,433,351
YUN-180-003,404,640,517
YUN-180-004,424,652,531
YUN-180-005,923,1484,1354
YUN-180-006,527,813,661
YUN-180-007,326,565,439
YUN-180-008,366,614,468
YUN-180-009,378,588,512
YUN-180-010,151,230,200
YUN-180-011,341,574,424
YUN-180-012,413,667,525
YUN-180-013,710,1017,960
YUN-180-014,376,544,458
YUN-180-015,340,471,402
YUN-180-016,432,602,556
YUN-180-017,505,745,616
YUN-180-018,412,678,523
YUN-180-019,317,502,391
YUN-180-020,246,375,316
YUN-180-021,448,685,590
YUN-190-001,521,786,724
YUN-190-002,442,717,669
YUN-190-003,301,455,367
YUN-190-004,357,604,468
YUN-190-005,272,447,395
YUN-190-006,405,637,607
YUN-190-007,580,931,831
YUN-190-008,815,1311,1100
YUN-190-009,642,1041,917
YUN-190-010,586,1006,855
YUN-190-011,222,346,317
YUN-190-012,616,949,872
YUN-190-013,335,520,478
YUN-190-014,665,1195,1120
YUN-190-015,378,624,535
YUN-190-016,374,689,558
YUN-190-017,376,662,546
YUN-190-018,298,480,410
YUN-190-019,714,1160,1034
YUN-190-020,506,794,653
YUN-190-021,262,410,342
YUN-200-001,999,1521,1352
YUN-200-002,871,1299,1166
YUN-200-003,434,654,569
YUN-200-004,538,789,673
YUN-200-005,409,636,486
YUN-200-006,294,465,331
YUN-200-007,289,418,331
YUN-200-008,512,703,579
YUN-200-009,315,424,351
YUN-200-010,484,692,513
YUN-200-011,334,473,399
YUN-200-012,304,459,369
YUN-200-013,498,725,624
YUN-200-014,434,675,551
YUN-200-015,351,564,456
YUN-200-016,443,632,516
YUN-200-017,374,553,434
YUN-200-018,506,723,571
YUN-200-019,257,371,278
YUN-200-020,334,463,377
YUN-200-021,325,490,372
YUN-200-022,358,486,368
YUN-200-023,354,464,408
YUN-200-024,344,495,451
CYQ-010-001,889,1392,1313
CYQ-010-002,156,313,289
CYQ-010-003,543,976,809
CYQ-010-004,569,1006,910
CYQ-010-005,410,764,647
CYQ-010-006,349,625,557
CYQ-010-007,330,527,473
CYQ-010-008,691,1044,1020
CYQ-010-009,483,814,701
CYQ-010-010,902,1345,1271
CYQ-010-011,313,468,388
CYQ-010-012,217,369,329
CYQ-010-013,1164,1842,1798
CYQ-010-014,1605,2487,2510
CYQ-010-015,705,1175,1116
CYQ-010-016,1083,1820,1722
CYQ-010-017,280,494,406
CYQ-010-018,1136,1590,1659
CYQ-020-001,939,1222,1279
CYQ-020-002,969,1318,1473
CYQ-020-003,414,641,612
CYQ-020-004,216,272,256
CYQ-020-005,286,407,406
CYQ-020-006,316,421,422
CYQ-020-007,352,506,503
CYQ-020-008,776,1130,1075
CYQ-020-009,1044,1636,1642
CYQ-020-010,1765,2706,2796
CYQ-020-011,247,447,409
CYQ-020-012,279,416,353
CYQ-020-013,320,514,468
CYQ-020-014,424,758,611
CYQ-020-015,815,878,1022
CYQ-020-016,1295,1898,1827
CYQ-020-017,1396,1917,1916
CYQ-020-018,296,460,468
CYQ-020-019,429,651,582
CYQ-020-020,361,622,529
CYQ-020-021,111,160,132
CYQ-020-022,313,495,393
CYQ-020-023,298,500,436
CYQ-020-024,300,430,436
CYQ-020-025,432,677,580
CYQ-020-026,521,814,685
CYQ-020-027,230,331,286
CYQ-030-001,265,364,385
CYQ-030-002,184,245,220
CYQ-030-003,831,1277,1215
CYQ-030-004,500,718,704
CYQ-030-005,706,996,1021
CYQ-030-006,406,572,537
CYQ-030-007,309,467,439
CYQ-030-008,326,485,456
CYQ-030-009,384,609,585
CYQ-030-010,504,729,778
CYQ-030-011,957,1390,1483
CYQ-030-012,455,655,644
CYQ-030-013,491,706,662
CYQ-030-014,785,1196,1085
CYQ-030-015,148,184,156
CYQ-030-016,185,276,197
CYQ-030-017,136,170,166
CYQ-030-018,353,498,431
CYQ-030-019,525,772,702
CYQ-030-020,559,904,760
CYQ-030-021,641,933,835
CYQ-030-022,222,344,276
CYQ-030-023,314,444,376
CYQ-040-001,245,299,316
CYQ-040-002,795,1137,1156
CYQ-040-003,471,622,588
CYQ-040-004,2517,3442,3575
CYQ-040-005,440,753,687
CYQ-040-006,664,1035,990
CYQ-040-007,281,421,345
CYQ-040-008,335,467,400
CYQ-040-009,307,419,361
CYQ-040-010,98,109,135
CYQ-040-011,717,1090,1002
CYQ-040-012,563,906,819
CYQ-040-013,588,873,743
CYQ-040-014,338,515,442
CYQ-040-015,580,961,918
CYQ-040-016,846,1297,1186
CYQ-040-017,409,601,568
CYQ-040-018,287,441,394
CYQ-040-019,280,447,402
CYQ-040-020,330,504,472
CYQ-040-021,313,535,501
CYQ-050-001,949,1378,1353
CYQ-050-002,671,1024,1031
CYQ-050-003,1312,2077,2040
CYQ-050-004,859,1352,1374
CYQ-050-005,569,1014,961
CYQ-050-006,711,1145,1082
CYQ-050-007,528,880,836
CYQ-050-008,584,1114,964
CYQ-050-009,309,512,493
CYQ-050-010,286,482,436
CYQ-050-011,313,535,490
CYQ-050-012,968,1290,1206
CYQ-050-013,512,737,722
CYQ-050-014,201,367,291
CYQ-050-015,394,633,586
CYQ-050-016,709,1167,1102
CYQ-050-017,1058,1584,1540
CYQ-050-018,724,1221,1130
CYQ-050-019,969,1457,1401
CYQ-050-020,1313,2338,2101
CYQ-050-021,471,856,768
CYQ-050-022,2019,3074,2994
CYQ-050-023,992,1474,1388
CYQ-050-024,916,1417,1269
CYQ-050-025,935,1503,1348
CYQ-050-026,677,1125,998
CYQ-050-027,1232,1758,1745
CYQ-050-028,2369,3577,3511
CYQ-060-001,612,840,827
CYQ-060-002,300,454,384
CYQ-060-003,262,408,358
CYQ-060-004,411,662,582
CYQ-060-005,338,483,387
CYQ-060-006,331,518,457
CYQ-060-007,397,560,432
CYQ-060-008,462,729,668
CYQ-060-009,377,642,526
CYQ-060-010,382,595,526
CYQ-060-011,493,821,712
CYQ-060-012,441,666,583
CYQ-060-013,298,464,409
CYQ-060-014,344,557,495
CYQ-070-001,850,1353,1283
CYQ-070-002,619,1033,881
CYQ-070-003,560,956,928
CYQ-070-004,596,1060,976
CYQ-070-005,451,797,686
CYQ-070-006,581,1030,872
CYQ-070-007,607,1063,950
CYQ-070-008,352,660,548
CYQ-070-009,218,363,315
CYQ-070-010,373,607,544
CYQ-070-011,208,350,290
CYQ-070-012,198,338,277
CYQ-070-013,670,1125,985
CYQ-070-014,579,1039,912
CYQ-070-015,539,915,775
CYQ-070-016,512,832,789
CYQ-070-017,371,652,605
CYQ-070-018,372,627,587
CYQ-070-019,420,674,593
CYQ-070-020,420,758,696
CYQ-070-021,440,680,605
CYQ-070-022,242,386,330
CYQ-070-023,334,550,502
CYQ-080-001,533,771,694
CYQ-080-002,376,551,452
CYQ-080-003,381,573,454
CYQ-080-004,108,137,127
CYQ-080-005,510,764,696
CYQ-080-006,499,753,708
CYQ-080-007,359,578,491
CYQ-080-008,281,419,384
CYQ-080-009,291,470,425
CYQ-080-010,319,494,415
CYQ-080-011,439,722,625
CYQ-080-012,407,592,542
CYQ-080-013,393,605,575
CYQ-080-014,621,916,864
CYQ-080-015,296,414,346
CYQ-080-016,233,310,292
CYQ-080-017,314,419,362
CYQ-080-018,382,544,504
CYQ-080-019,575,875,756
CYQ-080-020,275,401,341
CYQ-080-021,366,476,456
CYQ-080-022,256,355,299
CYQ-080-023,310,427,369
CYQ-080-024,337,469,391
CYQ-080-025,256,370,290
CYQ-090-001,783,1163,1096
CYQ-090-002,404,609,570
CYQ-090-003,552,863,781
CYQ-090-004,591,1036,970
CYQ-090-005,446,767,655
CYQ-090-006,281,436,398
CYQ-090-007,184,267,208
CYQ-090-008,401,558,450
CYQ-090-009,440,632,548
CYQ-090-010,351,497,416
CYQ-090-011,189,260,205
CYQ-090-012,446,652,552
CYQ-090-013,521,827,671
CYQ-090-014,377,545,490
CYQ-090-015,335,467,358
CYQ-090-016,357,552,479
CYQ-090-017,330,446,421
CYQ-090-018,477,704,666
CYQ-090-019,425,576,524
CYQ-090-020,589,756,701
CYQ-090-021,348,485,419
CYQ-090-022,161,228,146
CYQ-090-023,511,815,724
CYQ-100-001,349,478,416
CYQ-100-002,665,916,908
CYQ-100-003,537,726,702
CYQ-100-004,393,539,526
CYQ-100-005,316,467,435
CYQ-100-006,555,805,718
CYQ-100-007,190,269,215
CYQ-100-008,228,263,259
CYQ-100-009,322,490,451
CYQ-100-010,190,281,233
CYQ-100-011,197,281,232
CYQ-100-012,250,360,351
CYQ-100-013,631,883,898
CYQ-100-014,375,528,452
CYQ-100-015,410,502,500
CYQ-100-016,322,503,470
CYQ-100-017,205,266,274
CYQ-100-018,232,336,281
CYQ-100-019,367,481,438
CYQ-100-020,216,270,212
CYQ-100-021,292,381,302
CYQ-100-022,322,411,363
CYQ-110-001,180,307,288
CYQ-110-002,237,392,338
CYQ-110-003,517,784,740
CYQ-110-004,506,815,740
CYQ-110-005,229,559,277
CYQ-110-006,453,676,606
CYQ-110-007,193,307,232
CYQ-110-008,394,553,439
CYQ-110-009,475,679,568
CYQ-110-010,458,628,538
CYQ-110-011,383,619,529
CYQ-110-012,385,597,512
CYQ-110-013,554,810,726
CYQ-110-014,622,922,901
CYQ-110-015,263,358,320
CYQ-120-001,1584,2302,2239
CYQ-120-002,989,1470,1462
CYQ-120-003,612,1037,873
CYQ-120-004,750,1330,1195
CYQ-120-005,312,540,446
CYQ-120-006,632,983,930
CYQ-120-007,754,1109,1056
CYQ-120-008,742,1137,994
CYQ-120-009,184,245,272
CYQ-120-010,285,376,401
CYQ-120-011,191,261,257
CYQ-120-012,564,829,782
CYQ-120-013,733,1194,1137
CYQ-120-014,460,665,643
CYQ-120-015,780,1224,1125
CYQ-120-016,776,1144,1126
CYQ-120-017,734,1037,1032
CYQ-120-018,1724,2399,2222
CYQ-120-019,1274,1743,1589
CYQ-120-020,814,1182,1099
CYQ-120-021,782,1123,1091
CYQ-120-022,317,565,481
CYQ-120-023,372,614,541
CYQ-120-024,489,819,738
CYQ-120-025,456,685,648
CYQ-120-026,340,554,488
CYQ-130-001,726,1160,1031
CYQ-130-002,369,567,545
CYQ-130-003,300,534,457
CYQ-130-004,351,578,470
CYQ-130-005,565,912,873
CYQ-130-006,1128,1796,1626
CYQ-130-007,1355,1991,1902
CYQ-130-008,3054,4095,4064
CYQ-130-009,2381,3349,3253
CYQ-130-010,728,1215,1066
CYQ-130-011,563,968,859
CYQ-130-012,819,1363,1215
CYQ-130-013,421,694,595
CYQ-130-014,494,772,697
CYQ-130-015,357,644,559
CYQ-130-016,733,1287,1101
CYQ-130-017,258,488,414
CYQ-130-018,395,683,594
CYQ-130-019,247,426,363
CYQ-130-020,270,477,421
CYQ-130-021,142,237,196
CYQ-130-022,126,197,161
CYQ-140-001,964,1528,1480
CYQ-140-002,786,1424,1293
CYQ-140-003,279,498,433
CYQ-140-004,293,533,476
CYQ-140-005,441,818,691
CYQ-140-006,209,390,318
CYQ-140-007,394,688,595
CYQ-140-008,2006,3193,2883
CYQ-140-009,513,974,817
CYQ-140-010,485,945,824
CYQ-140-011,584,1012,963
CYQ-140-012,607,1144,1051
CYQ-140-013,253,432,376
CYQ-140-014,375,693,547
CYQ-140-015,293,570,490
CYQ-140-016,202,387,311
CYQ-140-017,599,1149,1022
CYQ-140-018,275,438,376
CYQ-140-019,207,292,233
CYQ-140-020,624,1247,1077
CYQ-140-021,375,592,508
CYQ-140-022,116,166,107
CYQ-140-023,356,534,417
CYQ-140-024,302,503,370
CYQ-150-001,999,1436,1364
CYQ-150-002,415,583,564
CYQ-150-003,223,348,305
CYQ-150-004,1727,2679,2579
CYQ-150-005,176,293,217
CYQ-150-006,202,321,303
CYQ-150-007,151,237,233
CYQ-150-008,217,402,350
CYQ-150-009,605,1120,922
CYQ-150-010,223,385,313
CYQ-150-011,317,581,449
CYQ-150-012,209,352,253
CYQ-150-013,114,180,149
CYQ-150-014,158,286,234
CYQ-150-015,267,505,411
CYQ-150-016,227,411,360
CYQ-150-017,358,625,523
CYQ-150-018,185,265,232
CYQ-160-001,484,719,604
CYQ-160-002,190,261,241
CYQ-160-003,480,877,728
CYQ-160-004,752,1147,1063
CYQ-160-005,309,544,477
CYQ-160-006,296,537,451
CYQ-160-007,520,836,742
CYQ-160-008,279,473,329
CYQ-160-009,505,635,506
CYQ-160-010,307,370,235
CYQ-160-011,151,242,193
CYQ-170-001,745,870,850
CYQ-170-002,308,394,351
CYQ-170-003,184,267,240
CYQ-170-004,397,510,461
CYQ-170-005,297,335,282
CYQ-180-001,162,231,198
CYQ-180-002,89,118,102
CYQ-180-003,90,115,104
CYQ-180-004,115,210,141
CYQ-180-005,134,205,178
CYQ-180-006,124,221,162
CYQ-180-007,343,522,504
CYQ-180-008,369,585,564
CYQ-180-009,95,161,114
CYQ-180-010,184,325,294
CYQ-180-011,118,191,167
CYQ-180-012,103,149,132
PIF-010-001,339,448,460
PIF-010-002,185,223,230
PIF-010-003,156,214,211
PIF-010-004,305,407,442
PIF-010-005,292,341,355
PIF-010-006,116,179,169
PIF-010-007,273,355,346
PIF-010-008,290,447,396
PIF-010-009,266,396,341
PIF-010-010,188,256,228
PIF-010-011,133,187,183
PIF-010-012,1168,1662,1557
PIF-010-013,249,317,325
PIF-010-014,332,449,435
PIF-010-015,191,272,259
PIF-010-016,279,368,374
PIF-010-017,143,194,163
PIF-010-018,313,393,435
PIF-010-019,187,254,248
PIF-010-020,721,1001,921
PIF-010-021,411,519,547
PIF-010-022,918,1278,1379
PIF-010-023,1176,1477,1587
PIF-010-024,1642,2299,2554
PIF-010-025,1801,2563,2739
PIF-010-026,4099,5923,6296
PIF-010-027,525,960,872
PIF-010-028,366,660,591
PIF-010-029,408,725,672
PIF-010-030,3257,4460,4497
PIF-010-031,2178,3252,3136
PIF-010-032,191,336,263
PIF-010-033,1228,1725,1764
PIF-010-034,435,574,490
PIF-010-035,460,543,539
PIF-010-036,616,678,761
PIF-010-037,321,408,403
PIF-010-038,511,560,613
PIF-010-039,344,476,373
PIF-010-040,2919,4106,4118
PIF-010-041,924,1569,1474
PIF-010-042,478,874,881
PIF-010-043,770,1351,1344
PIF-010-044,485,954,854
PIF-010-045,369,671,608
PIF-010-046,625,1083,1001
PIF-010-047,327,386,376
PIF-010-048,312,384,350
PIF-010-049,799,1219,1172
PIF-010-050,432,659,584
PIF-010-051,458,758,657
PIF-010-053,3363,4844,4922
PIF-010-054,1074,1766,1606
PIF-010-055,1662,2322,2371
PIF-010-056,822,1272,1072
PIF-010-057,180,226,206
PIF-010-058,98,118,110
PIF-010-059,864,1157,1273
PIF-010-060,2114,3066,3355
PIF-010-061,336,451,538
PIF-010-062,366,464,509
PIF-010-063,382,481,522
PIF-010-064,2015,2732,2933
PIF-010-065,2581,3125,2985
PIF-010-066,1016,1284,1305
PIF-010-067,1164,1656,1764
PIF-010-068,1028,1471,1486
PIF-010-069,2595,3586,3751
PIF-010-070,1069,1483,1705
PIF-010-071,764,1223,1211
PIF-010-073,4663,6397,6688
PIF-010-074,578,721,734
PIF-010-075,4755,6250,6629
PIF-010-076,470,779,764
PIF-010-077,308,545,491
PIF-010-078,401,725,645
PIF-010-079,367,614,572
PIF-010-080,559,959,878
PIF-010-081,1399,1608,1733
PIF-020-001,240,336,303
PIF-020-002,262,374,378
PIF-020-003,539,777,765
PIF-020-004,441,612,592
PIF-020-005,2067,2893,2930
PIF-020-006,308,531,498
PIF-020-007,2163,3044,3190
PIF-020-008,2677,3808,3922
PIF-020-009,845,1224,1251
PIF-020-010,557,830,830
PIF-020-011,870,1364,1310
PIF-020-012,828,1363,1273
PIF-020-013,2834,3953,4121
PIF-020-014,519,759,759
PIF-020-015,520,837,792
PIF-020-016,335,558,509
PIF-020-017,208,334,293
PIF-020-018,637,1023,921
PIF-020-019,572,1001,965
PIF-020-020,669,1138,1055
PIF-020-021,598,957,871
PIF-030-001,926,1333,1338
PIF-030-002,228,363,330
PIF-030-003,193,270,296
PIF-030-004,301,424,436
PIF-030-005,229,336,317
PIF-030-006,355,492,524
PIF-030-007,756,1173,1135
PIF-030-008,369,594,546
PIF-030-009,529,885,829
PIF-030-010,261,398,372
PIF-030-011,553,882,853
PIF-030-012,720,1270,1266
PIF-030-013,1111,1750,1710
PIF-030-014,678,1137,1149
PIF-030-015,727,1085,909
PIF-030-016,2261,3208,3291
PIF-030-017,661,1243,1149
PIF-030-018,606,992,906
PIF-030-019,3443,5169,5219
PIF-030-020,462,669,657
PIF-030-021,369,645,653
PIF-030-022,250,367,356
PIF-030-023,86,115,88
PIF-040-001,470,597,568
PIF-040-002,1019,1347,1426
PIF-040-003,518,695,683
PIF-040-004,1811,2449,2525
PIF-040-005,1269,1826,1773
PIF-040-006,371,534,459
PIF-040-007,204,307,257
PIF-040-008,223,289,245
PIF-040-009,424,653,528
PIF-040-010,383,559,559
PIF-040-011,479,657,612
PIF-040-012,637,1008,894
PIF-040-013,874,1356,1256
PIF-040-014,578,923,773
PIF-040-015,742,1079,1050
PIF-040-016,575,766,737
PIF-040-017,493,700,611
PIF-050-001,220,381,368
PIF-050-002,327,557,530
PIF-050-003,1265,2164,2093
PIF-050-004,259,392,415
PIF-050-005,514,878,853
PIF-050-006,764,1466,1354
PIF-050-007,704,1284,1179
PIF-050-008,538,1035,930
PIF-050-009,753,1366,1247
PIF-050-010,315,613,597
PIF-050-011,644,1180,1060
PIF-050-012,453,991,946
PIF-050-013,429,922,808
PIF-050-014,249,452,452
PIF-050-015,413,820,718
PIF-050-016,407,844,790
PIF-050-017,334,613,562
PIF-050-018,649,1261,1132
PIF-050-019,565,1047,886
PIF-050-020,574,1063,936
PIF-050-021,569,1102,1034
PIF-050-022,695,1290,1240
PIF-050-023,496,981,908
PIF-050-024,369,713,622
PIF-050-025,666,1302,1259
PIF-050-026,414,886,784
PIF-050-027,379,737,699
PIF-050-028,276,501,537
PIF-050-029,182,351,334
PIF-050-030,147,269,249
PIF-060-001,1009,1538,1420
PIF-060-002,1361,2037,1886
PIF-060-003,714,1214,1175
PIF-060-004,1082,1526,1484
PIF-060-005,443,660,601
PIF-060-006,345,571,474
PIF-060-007,403,665,652
PIF-060-008,579,890,758
PIF-060-009,631,1035,917
PIF-060-010,405,749,639
PIF-060-011,304,489,429
PIF-060-012,838,1503,1352
PIF-060-013,577,1120,952
PIF-060-014,490,877,760
PIF-060-015,422,691,678
PIF-060-016,292,412,402
PIF-070-001,759,1257,1162
PIF-070-002,335,552,510
PIF-070-003,615,916,889
PIF-070-004,982,1504,1408
PIF-070-005,403,717,652
PIF-070-006,302,494,467
PIF-070-007,257,418,356
PIF-080-001,546,913,935
PIF-080-002,478,833,811
PIF-080-003,565,990,870
PIF-080-004,469,800,722
PIF-080-005,413,689,650
PIF-080-006,529,992,880
PIF-080-007,606,1117,1010
PIF-080-008,459,818,702
PIF-080-009,483,926,816
PIF-080-010,1600,2646,2584
PIF-080-011,561,962,873
PIF-090-001,1071,1769,1768
PIF-090-002,445,655,676
PIF-090-003,334,534,483
PIF-090-004,508,794,809
PIF-090-005,779,1212,1195
PIF-090-006,495,859,853
PIF-090-007,518,909,864
PIF-090-008,510,986,915
PIF-090-009,635,995,927
PIF-090-010,833,1454,1436
PIF-090-011,748,1249,1149
PIF-090-012,620,1115,1064
PIF-090-013,335,594,517
PIF-090-014,176,324,251
PIF-100-001,1037,1956,1862
PIF-100-002,879,1756,1624
PIF-100-003,664,1187,1105
PIF-100-004,889,1508,1407
PIF-100-005,616,1102,1009
PIF-100-006,335,632,588
PIF-100-007,679,1197,1005
PIF-100-008,232,362,306
PIF-100-009,316,568,481
PIF-100-010,604,952,890
PIF-100-011,1222,2096,2014
PIF-100-012,332,608,515
PIF-110-001,1005,1374,1203
PIF-110-002,590,811,731
PIF-110-003,371,479,434
PIF-110-004,312,388,331
PIF-110-005,398,638,583
PIF-110-006,495,779,645
PIF-110-007,277,393,292
PIF-110-008,310,504,415
PIF-110-009,289,440,336
PIF-110-010,539,795,673
PIF-110-011,633,902,837
PIF-110-012,894,1181,1046
PIF-110-013,503,780,667
PIF-110-014,428,607,535
PIF-110-015,429,715,630
PIF-110-016,394,651,566
PIF-110-017,442,701,597
PIF-110-018,568,802,683
PIF-110-019,570,919,874
PIF-120-001,452,750,725
PIF-120-002,286,459,416
PIF-120-003,595,983,924
PIF-120-004,326,555,529
PIF-120-005,197,350,304
PIF-120-006,430,697,591
PIF-120-007,417,687,559
PIF-120-008,528,941,802
PIF-120-009,690,1317,1123
PIF-120-010,635,1066,935
PIF-120-011,533,987,967
PIF-120-012,478,937,883
PIF-120-013,408,774,679
PIF-120-014,487,744,664
PIF-130-001,1655,2333,2316
PIF-130-002,1243,1813,1785
PIF-130-003,498,832,750
PIF-130-004,236,356,331
PIF-130-005,876,1389,1277
PIF-130-006,1052,1653,1647
PIF-130-007,1745,2655,2658
PIF-130-008,1040,1656,1585
PIF-130-009,594,1087,915
PIF-130-010,719,1267,1020
PIF-130-011,642,1109,982
PIF-130-012,1099,1853,1703
PIF-130-013,348,568,549
PIF-130-014,392,693,599
PIF-130-015,931,1531,1381
PIF-130-016,602,993,884
PIF-130-017,923,1594,1453
PIF-130-018,1006,1546,1493
PIF-130-019,257,696,380
PIF-130-020,686,1114,967
PIF-130-021,795,1561,1494
PIF-130-022,484,806,741
PIF-130-023,390,493,516
PIF-140-001,615,949,832
PIF-140-002,310,523,480
PIF-140-003,246,444,378
PIF-140-004,221,382,328
PIF-140-005,483,844,708
PIF-140-006,362,598,555
PIF-140-007,229,402,373
PIF-140-008,184,290,281
PIF-140-009,918,1593,1398
PIF-140-010,170,291,265
PIF-140-011,376,571,399
PIF-140-012,264,470,429
PIF-140-013,430,698,620
PIF-140-014,413,728,661
PIF-140-015,411,768,726
PIF-150-001,867,1198,1129
PIF-150-002,394,663,573
PIF-150-003,356,562,524
PIF-150-004,277,484,377
PIF-150-005,636,1043,935
PIF-150-006,369,709,598
PIF-150-007,498,819,709
PIF-160-001,539,763,693
PIF-160-002,402,540,531
PIF-160-003,383,607,543
PIF-160-004,264,414,364
PIF-160-005,631,1083,898
PIF-160-006,1569,2596,2465
PIF-160-007,748,1231,1128
PIF-160-008,607,919,897
PIF-160-009,882,1372,1255
PIF-160-010,286,494,341
PIF-160-011,374,577,492
PIF-160-012,400,611,505
PIF-160-013,170,279,249
PIF-160-014,1076,1711,1570
PIF-160-015,228,377,361
PIF-170-001,582,1086,987
PIF-170-002,934,1603,1434
PIF-170-003,697,1374,1272
PIF-170-004,320,546,517
PIF-170-005,317,510,480
PIF-170-006,819,1434,1344
PIF-170-007,845,1430,1393
PIF-170-008,448,773,730
PIF-170-009,788,1352,1282
PIF-170-010,668,1002,985
PIF-170-011,567,918,840
PIF-170-012,838,1376,1238
PIF-170-013,1166,1776,1600
PIF-170-014,1746,2697,2551
PIF-170-015,931,1431,1349
PIF-180-001,836,1684,1599
PIF-180-002,733,1342,1344
PIF-180-003,433,852,824
PIF-180-004,446,916,895
PIF-180-005,362,672,676
PIF-180-006,547,1026,1017
PIF-180-007,341,654,639
PIF-180-008,672,1311,1198
PIF-190-001,652,911,850
