ivid,household,male,female
TPQ-130-035,1683,2446,2487
TPQ-130-036,2109,2947,2959
TPQ-130-037,1609,2301,2334
TPQ-130-038,1929,2812,2821
TPQ-130-039,1169,1722,1742
TPQ-130-040,2410,3311,3512
TPQ-130-041,1250,1652,1868
TPQ-130-042,1807,2546,2698
TPQ-130-043,2309,2817,3149
TPQ-130-044,1300,1724,1909
TPQ-130-045,1090,1671,1643
TPQ-130-046,2359,3092,3324
TPQ-130-047,1556,2268,2235
TPQ-140-001,4287,5921,6428
TPQ-140-002,1868,2734,2957
TPQ-140-003,1348,2146,2052
TPQ-140-004,1875,2677,2862
TPQ-140-005,1362,2012,2086
TPQ-140-006,3712,5477,5709
TPQ-140-007,2325,3185,3289
TPQ-140-008,2012,2857,3001
TPQ-140-009,2455,3184,3300
TPQ-140-010,1192,1731,1791
TPQ-140-011,1237,1810,1832
TPQ-140-012,991,1461,1462
TPQ-140-013,853,1168,1205
TPQ-140-014,1239,1745,1832
TPQ-140-015,2012,3107,3217
TPQ-140-016,2196,3372,3418
TPQ-140-017,2422,3508,3749
TPQ-140-018,1366,2137,2127
TPQ-140-019,2189,2893,3059
TPQ-140-020,1251,1877,1890
TPQ-140-021,3319,4877,4984
TPQ-140-022,1842,2853,2919
TPQ-140-023,1183,1687,1755
TPQ-140-024,1905,2882,2865
TPQ-140-025,1235,1760,1773
TPQ-140-026,1137,1638,1689
TPQ-140-027,1920,2949,2965
TPQ-140-028,2129,2558,2165
TPQ-140-029,1734,2618,2650
TPQ-140-030,931,1459,1399
TPQ-140-031,1775,2782,2793
TPQ-140-032,1059,1509,1490
TPQ-140-033,821,1300,1294
TPQ-140-034,1106,1656,1726
TPQ-140-035,1691,2574,2649
TPQ-140-036,1497,2147,2211
TPQ-140-037,2537,3851,4115
TPQ-140-038,1535,2351,2382
TPQ-150-001,1707,2754,2569
TPQ-150-002,473,695,637
TPQ-150-003,1477,2011,1970
TPQ-150-004,553,867,741
TPQ-150-005,1961,3052,2922
TPQ-150-006,1941,2887,2744
TPQ-150-007,489,893,745
TPQ-150-008,1773,2372,2268
TPQ-150-009,1290,1982,1922
TPQ-150-010,1918,2725,2792
TPQ-150-011,972,1198,1188
TPQ-150-012,1236,1572,1613
TPQ-150-013,1666,2258,2380
TPQ-150-014,1003,1538,1474
TPQ-150-015,1386,1910,1991
TPQ-150-016,1382,2068,2073
TPQ-150-017,1154,1718,1735
TPQ-150-018,1974,2842,2746
TPQ-150-019,2765,4115,4080
TPQ-150-020,1195,1626,1592
TPQ-160-001,304,562,494
TPQ-160-002,1312,1878,1901
TPQ-160-003,2416,3600,3629
TPQ-160-004,1050,1565,1495
TPQ-160-005,1634,2361,2283
TPQ-160-006,1494,2229,2244
TPQ-160-007,1628,2476,2390
TPQ-160-008,1307,1963,1993
TPQ-160-009,1495,2097,2030
TPQ-160-010,1922,2663,2627
TPQ-160-011,1416,2061,2120
TPQ-160-012,2557,3896,3849
TPQ-160-013,784,1195,1216
TPQ-160-014,1214,1835,1842
TPQ-160-015,1459,1965,2005
TPQ-160-016,1376,1933,1995
TPQ-160-017,3618,4561,4770
TPQ-170-001,1517,2416,2308
TPQ-170-002,1900,2693,2728
TPQ-170-003,3324,4330,4316
TPQ-170-004,1597,2395,2416
TPQ-170-005,1199,1919,1871
TPQ-170-006,492,904,802
TPQ-170-007,6566,7289,7828
TPQ-170-008,5834,6097,6553
TPQ-170-009,2294,3285,3441
TPQ-170-010,416,703,574
TPQ-170-011,446,720,639
TPQ-170-012,351,578,525
TPQ-170-013,323,522,440
TPQ-170-014,615,877,829
TPQ-170-015,2545,3284,3621
TPQ-170-016,3471,4455,4906
TPQ-170-017,1510,2172,2301
TPQ-180-001,1388,1737,1770
TPQ-180-002,1005,1287,1245
TPQ-180-003,1158,1581,1594
TPQ-180-004,753,1143,1040
TPQ-180-005,225,378,293
TPQ-180-006,2523,3136,3290
TPQ-180-007,1178,1435,1362
TPQ-180-008,963,1161,1113
TPQ-190-001,188,267,224
TPQ-190-002,400,473,409
TPQ-190-003,309,477,375
TPQ-190-004,375,436,341
TPQ-190-005,160,203,169
TPQ-190-006,230,268,182
TPQ-190-007,274,388,337
TPQ-190-008,337,497,388
TPQ-190-009,142,159,108
TPQ-190-010,107,167,132
TPQ-190-011,340,423,393
TPQ-190-012,492,567,472
TPQ-200-001,361,538,398
TPQ-200-002,450,739,623
TPQ-200-003,456,724,528
TPQ-200-004,192,240,220
TPQ-200-005,342,507,367
TPQ-200-006,274,366,312
TPQ-200-007,407,501,416
TPQ-210-001,154,217,177
TPQ-210-002,2050,2650,2807
TPQ-210-003,458,610,510
TPQ-210-004,362,556,475
TPQ-210-005,2893,3780,3742
TPQ-210-006,274,333,317
TPQ-210-007,234,354,262
TPQ-210-008,297,502,344
TPQ-210-009,1044,1117,1077
TPQ-210-010,348,452,440
TPQ-210-011,222,374,277
TPQ-210-012,263,396,321
TPQ-210-013,519,763,632
TPQ-220-001,449,732,631
TPQ-220-002,533,842,812
TPQ-220-003,852,1328,1274
TPQ-220-004,357,594,484
TPQ-220-005,659,960,918
TPQ-220-006,639,987,904
TPQ-220-007,152,235,166
TPQ-220-008,235,402,351
TPQ-220-009,369,595,549
TPQ-230-001,2790,3265,3321
TPQ-230-002,1233,1747,1643
TPQ-230-003,1023,1491,1427
TPQ-230-004,1449,1978,1941
TPQ-230-005,718,949,989
TPQ-230-006,2674,3631,3729
TPQ-230-007,1636,2224,2185
TPQ-230-008,596,1030,967
TPQ-230-009,420,875,752
TPQ-230-010,470,843,778
TPQ-240-001,213,258,203
TPQ-240-002,146,169,147
TPQ-240-003,136,167,117
TPQ-240-004,230,300,244
TPQ-240-005,118,158,134
TPQ-240-006,332,402,329
TPQ-240-007,245,281,196
TPQ-240-008,106,98,81
TPQ-240-009,215,236,182
TPQ-240-010,93,102,67
TPQ-240-011,456,534,483
TPQ-240-012,101,109,74
TPQ-250-001,228,262,283
TPQ-250-002,205,278,239
TPQ-250-003,375,532,436
TPQ-250-004,349,444,371
TPQ-250-005,204,281,209
TPQ-250-006,753,1028,966
TPQ-250-007,162,200,182
TPQ-250-008,470,602,536
TPQ-250-009,301,425,337
TPQ-250-010,229,296,229
TPQ-250-011,192,237,197
TPQ-250-012,378,495,386
TPQ-260-001,389,540,501
TPQ-260-002,233,323,198
TPQ-260-003,323,478,383
TPQ-260-004,187,258,194
TPQ-260-005,256,411,399
TPQ-260-006,665,967,1029
TPQ-260-007,694,1078,1036
TPQ-260-008,733,1230,1277
TPQ-260-009,321,486,533
TPQ-260-010,320,508,384
TPQ-260-011,349,609,576
TPQ-270-001,191,258,287
TPQ-270-002,272,391,445
TPQ-270-003,168,300,291
TPQ-270-004,550,1062,1043
TPQ-270-005,1340,2219,2412
TPQ-270-006,574,1011,960
TPQ-270-007,539,728,695
TPQ-270-008,144,245,217
TPQ-270-009,223,413,322
TPQ-270-010,221,362,382
TPQ-270-011,295,512,433
TPQ-270-012,184,296,286
TPQ-270-013,59,128,94
TPQ-270-014,250,363,317
TPQ-270-015,1900,2872,3066
TPQ-280-001,1442,2537,2606
TPQ-280-002,889,1392,1347
TPQ-280-003,1066,1784,1901
TPQ-280-004,994,1663,1549
TPQ-280-005,236,350,311
TPQ-280-006,384,632,481
TPQ-280-007,296,421,330
TPQ-280-008,200,278,253
TPQ-280-009,361,662,652
TPQ-280-010,1417,1659,1609
TPQ-290-001,820,1310,1337
TPQ-290-002,498,877,876
TPQ-290-003,200,361,348
TPQ-290-004,190,297,309
TPQ-290-005,47,122,96
TPE-010-002,2109,2762,2954
TPE-010-003,3059,4106,4631
TPE-010-004,2872,3300,3838
TPE-010-005,1805,2343,2555
TPE-010-006,2100,2508,2891
TPE-010-007,1965,2462,2673
TPE-010-008,2015,2150,2733
TPE-010-009,1790,2406,2621
TPE-010-010,1759,2295,2519
TPE-010-011,2964,3603,3895
TPE-010-012,4231,5361,5966
TPE-010-013,1046,1408,1567
TPE-010-014,1814,2262,2567
TPE-010-015,2515,3256,3728
TPE-010-016,3420,4170,4761
TPE-010-017,2591,3116,3444
TPE-010-018,3933,4019,3954
TPE-010-019,3460,4190,4475
TPE-010-020,2145,2831,2996
TPE-010-021,3684,4916,5269
TPE-010-022,3345,4113,4638
TPE-010-024,3276,3902,4426
TPE-010-025,2554,3296,3605
TPE-010-026,3870,5057,5816
TPE-010-027,1677,2163,2419
TPE-010-028,1287,1773,1965
TPE-010-029,1584,2138,2342
TPE-010-030,2613,3658,4035
TPE-010-031,1290,1740,1904
TPE-010-032,1795,2317,2543
TPE-010-033,2536,3117,3615
TPE-010-034,1044,1426,1645
TPE-010-035,1478,1799,2067
TPE-020-001,2890,3215,2998
TPE-020-002,1872,2239,2658
TPE-020-003,1231,1371,1641
TPE-020-004,1665,1572,1961
TPE-020-005,1413,1751,1956
TPE-020-006,2460,2902,3194
TPE-020-007,2248,2563,2881
TPE-020-008,3122,3939,4457
TPE-020-009,4185,5167,5727
TPE-020-010,1379,1973,2013
TPE-020-011,1972,2472,2596
TPE-020-012,1472,1912,2013
TPE-020-013,1993,2434,2739
TPE-020-014,1433,2258,2117
TPE-020-015,1668,2105,2214
TPE-020-016,2145,2853,3010
TPE-020-017,2145,2651,2842
TPE-020-018,1972,2483,2655
TPE-020-019,1965,2107,2470
TPE-020-020,2969,3889,4263
TPE-020-021,900,1206,1252
TPE-020-022,2542,3451,3805
TPE-020-023,2052,2479,2683
TPE-020-024,1669,2271,2454
TPE-020-025,2925,4116,4265
TPE-020-026,2362,3127,3201
TPE-020-027,1678,2029,2208
TPE-020-028,2161,2546,2851
TPE-020-029,2593,3282,3512
TPE-020-030,3585,4562,4840
TPE-020-031,2097,2555,2833
TPE-020-032,2796,3363,3721
TPE-020-033,3076,4029,4363
TPE-020-034,1897,2321,2539
TPE-020-035,1737,2166,2237
TPE-020-036,2861,3578,3870
TPE-020-037,1315,1563,1750
TPE-020-038,1653,1984,2132
TPE-020-039,2967,3486,3886
TPE-020-040,1940,2367,2596
TPE-020-041,1011,1194,1057
TPE-030-001,2320,2772,3267
TPE-030-002,2040,2785,3042
TPE-030-003,2491,3652,3801
TPE-030-004,3166,3949,4539
TPE-030-005,2210,2540,3137
TPE-030-006,2551,2954,3228
TPE-030-007,2829,3359,3653
TPE-030-008,1158,1504,1674
TPE-030-009,1840,2010,2378
TPE-030-010,3329,3721,4510
TPE-030-011,2313,2975,3395
TPE-030-012,1958,2329,2737
TPE-030-013,1729,2100,2326
TPE-030-014,2989,3376,3970
TPE-030-015,3482,4045,4079
TPE-030-016,2307,3056,3468
TPE-030-017,2357,3171,3685
TPE-030-018,1486,1929,2178
TPE-030-019,1428,1881,2040
TPE-030-020,1484,2015,2167
TPE-030-021,2125,2835,3175
TPE-030-022,2754,3347,3704
TPE-030-023,2626,3478,3829
TPE-030-026,1458,1778,1886
TPE-030-027,1900,2409,2814
TPE-030-028,2558,3396,3903
TPE-030-029,2295,2608,2976
TPE-030-030,2183,2581,3094
TPE-030-031,2568,3075,3372
TPE-030-032,2344,2757,3088
TPE-030-033,1733,2069,2250
TPE-030-034,1860,2180,2426
TPE-030-035,1796,2143,2496
TPE-030-036,2452,2848,3357
TPE-030-037,2993,3478,3991
TPE-030-038,1636,1713,2058
TPE-030-039,806,951,1062
TPE-030-040,3432,4883,5471
TPE-030-041,1619,2192,2470
TPE-030-043,3487,4172,4714
TPE-030-044,2355,2958,3157
TPE-030-046,1990,2757,2877
TPE-030-047,2970,3749,4063
TPE-030-048,2023,2364,2557
TPE-030-049,2101,2320,2942
TPE-030-050,2374,2943,3550
TPE-030-051,2428,3070,3693
TPE-030-052,1935,2423,2770
TPE-030-053,2293,2916,3480
TPE-030-054,1717,2128,2459
TPE-030-055,2463,3064,3611
TPE-030-056,2978,3861,4361
TPE-030-057,1226,1617,1471
TPE-040-001,1352,1555,1659
TPE-040-002,2559,2279,2958
TPE-040-003,1909,1611,2086
TPE-040-004,2136,2266,2584
TPE-040-005,1444,1107,1502
TPE-040-006,3297,2658,3471
TPE-040-007,2255,1802,2272
TPE-040-008,3121,3400,3980
TPE-040-009,1879,1768,2139
TPE-040-010,2301,1963,2568
TPE-040-011,2738,2319,2943
TPE-040-012,1894,1994,2356
TPE-040-013,1438,1941,1963
TPE-040-014,3744,4945,5446
TPE-040-015,2839,3230,3722
TPE-040-016,3784,4643,5289
TPE-040-017,433,635,507
TPE-040-018,2131,2645,2860
TPE-040-019,2170,2373,2728
TPE-040-020,2127,2389,2816
TPE-040-021,2610,3173,3681
TPE-040-022,2096,2407,2685
TPE-040-023,2207,2473,2688
TPE-040-024,3798,3941,3702
TPE-040-025,2969,4037,4392
TPE-040-026,1554,2028,2156
TPE-040-027,2908,3657,4153
TPE-040-028,2749,3273,3687
TPE-040-029,3061,3720,4016
TPE-040-030,2308,2819,3024
TPE-040-031,2132,2406,2697
TPE-040-032,2345,2469,2889
TPE-040-033,1543,1800,2082
TPE-040-034,2493,2976,3286
TPE-040-035,2101,2451,2780
TPE-040-036,2040,2095,2420
TPE-040-037,1578,1752,1871
TPE-040-038,1341,1378,1580
TPE-040-039,2534,2780,3153
TPE-040-040,2098,2214,2619
TPE-040-041,3244,3699,3944
TPE-040-042,1002,1389,1475
TPE-050-001,1376,1440,1715
TPE-050-002,1085,1468,1386
TPE-050-003,1166,1344,1400
TPE-050-004,2060,2337,2549
TPE-050-005,1869,2162,2402
TPE-050-006,2694,2831,3278
TPE-050-007,2400,2775,3104
TPE-050-008,1479,1665,1810
TPE-050-009,2307,2733,2890
TPE-050-010,1795,2211,2356
TPE-050-011,2579,3358,3395
TPE-050-012,2064,2581,2628
TPE-050-013,1607,2237,2366
TPE-050-014,3038,3406,3599
TPE-050-015,1699,2299,2483
TPE-050-016,1410,1755,2074
TPE-050-017,1112,1440,1705
TPE-050-018,1386,1899,2028
TPE-050-019,4179,5413,5583
TPE-050-020,3593,4334,4166
TPE-050-021,3562,4977,5335
TPE-050-022,626,768,871
TPE-050-023,1766,2000,2185
TPE-050-024,1624,1766,1886
TPE-050-025,1413,1570,1744
TPE-050-026,1977,2348,2559
TPE-050-027,1845,2160,2436
TPE-050-028,1808,2216,2383
TPE-050-029,2237,2722,3033
TPE-050-030,3063,3998,4520
TPE-050-031,3321,4016,4684
TPE-060-001,1281,1621,1637
TPE-060-002,1459,1751,1832
TPE-060-003,1940,2372,2520
TPE-060-004,1563,1930,1999
TPE-060-005,2239,2881,2907
TPE-060-006,1855,2102,2299
TPE-060-007,2457,2880,3247
TPE-060-008,1981,2657,2760
TPE-060-009,1870,2538,2679
TPE-060-010,1778,2024,2200
TPE-060-011,3788,5101,5341
TPE-060-012,1625,1975,2187
TPE-060-013,2525,3295,3559
TPE-060-014,1127,1473,1413
TPE-060-015,1206,1606,1656
TPE-060-016,1977,2466,2653
TPE-060-017,1119,1605,1499
TPE-060-018,1719,2151,2315
TPE-060-019,2187,2384,1991
TPE-060-020,2214,2737,2738
TPE-060-021,2473,3297,3219
TPE-060-022,3129,3904,4139
TPE-060-024,2274,3109,3048
TPE-060-025,2621,3455,3777
TPE-060-026,1580,2085,2159
TPE-070-001,2608,2767,2872
TPE-070-002,1822,1745,1749
TPE-070-003,1998,1881,2110
TPE-070-004,2962,3214,3573
TPE-070-005,2566,3141,3000
TPE-070-006,2582,2967,3011
TPE-070-007,2277,2714,2744
TPE-070-008,1432,1792,1949
TPE-070-009,1995,2344,2430
TPE-070-010,3074,3527,2799
TPE-070-011,3015,3926,3938
TPE-070-012,1912,2515,2526
TPE-070-013,1426,1630,1713
TPE-070-014,3117,3933,4205
TPE-070-015,2199,2843,2913
TPE-070-016,2755,3578,3633
TPE-070-017,1782,2398,2323
TPE-070-018,3153,4297,4428
TPE-070-019,2117,2829,2733
TPE-070-020,1412,1953,1998
TPE-070-021,2661,3238,3339
TPE-070-022,1723,2338,2344
TPE-070-023,1258,1705,1725
TPE-070-024,2785,3829,3836
TPE-070-025,2122,2812,2888
TPE-070-026,1600,2237,2219
TPE-070-027,1263,1717,1721
TPE-070-028,1818,2400,2506
TPE-070-029,1393,1942,1906
TPE-070-030,1999,2795,2854
TPE-070-031,1753,2512,2613
TPE-070-032,2319,3092,3239
TPE-070-033,2422,2939,2956
TPE-070-034,2326,2576,2598
TPE-070-035,1700,1923,2079
TPE-070-036,1295,1538,1589
TPE-080-001,2875,3407,3772
TPE-080-002,2837,3692,4088
TPE-080-003,2018,2548,2892
TPE-080-004,2523,3466,3718
TPE-080-005,1846,2393,2602
TPE-080-006,2268,2933,3369
TPE-080-007,2047,2741,2956
TPE-080-008,1870,2346,2576
TPE-080-009,2860,3698,4101
TPE-080-010,2223,2706,2894
TPE-080-011,1353,1593,1710
TPE-080-012,1959,2339,2465
TPE-080-013,1917,2396,2583
TPE-080-014,1421,1704,1934
TPE-080-015,2775,3845,4054
TPE-080-016,2345,3060,3272
TPE-080-017,2047,2653,2904
TPE-080-018,2572,3282,3535
TPE-080-019,2182,3101,3324
TPE-080-020,3226,4009,4290
TPE-080-021,1650,1901,2100
TPE-080-022,2765,3354,3615
TPE-080-023,2763,3419,3726
TPE-080-024,3424,4340,4658
TPE-080-025,1747,2405,2436
TPE-080-026,2759,3449,3713
TPE-080-027,3327,4255,4673
TPE-080-028,4155,5215,5049
TPE-080-029,2726,3835,3983
TPE-080-030,3135,4334,4553
TPE-080-031,2176,2912,3148
TPE-080-032,2020,2848,3037
TPE-080-033,3080,3928,4331
TPE-080-034,2088,2760,2849
TPE-080-035,3137,4232,4396
TPE-080-036,1518,1870,1736
TPE-080-037,353,519,470
TPE-080-038,1597,1904,2029
TPE-080-039,2753,3567,3803
TPE-080-040,2618,3502,3778
TPE-080-041,2326,3215,3386
TPE-080-042,1899,2239,2416
TPE-080-043,1800,2439,2661
TPE-090-001,2713,3460,3257
TPE-090-002,1519,2056,2052
TPE-090-003,1533,2103,2167
TPE-090-004,2396,2668,2866
TPE-090-005,2668,3632,3769
TPE-090-006,1492,1888,2054
TPE-090-007,2057,2823,2894
TPE-090-008,1814,2460,2536
TPE-090-009,1976,2525,2665
TPE-090-010,2777,3517,3727
TPE-090-011,2734,3704,3931
TPE-090-012,1622,2033,2235
TPE-090-013,1714,2256,2501
TPE-090-014,2033,2656,2801
TPE-090-015,1995,2631,2772
TPE-090-016,3451,4743,4962
TPE-090-017,3288,4618,4843
TPE-090-018,2434,3334,3352
TPE-090-019,2254,2892,2981
TPE-090-020,1904,2081,2242
TPE-100-001,2798,3736,4066
TPE-100-002,3668,4495,4914
TPE-100-003,2520,3284,3538
TPE-100-005,2294,3016,3332
TPE-100-006,2038,2787,3023
TPE-100-007,3459,4816,5219
TPE-100-008,3143,4530,4858
TPE-100-009,2447,2771,3280
TPE-100-010,3124,4045,4503
TPE-100-011,2900,3953,4228
TPE-100-012,2106,2641,2924
TPE-100-013,2030,2754,2851
TPE-100-014,2567,3358,3716
TPE-100-015,2615,3621,3724
TPE-100-016,2222,2988,3093
TPE-100-017,3454,3851,4501
TPE-100-018,2669,3668,4075
TPE-100-019,3013,3928,4173
TPE-100-020,3116,3879,4241
TPE-100-021,1723,2266,2514
TPE-100-022,3933,5567,6081
TPE-100-023,3104,4301,4695
TPE-100-024,3031,4288,4674
TPE-100-025,1785,2475,2577
TPE-100-026,2894,3469,3534
TPE-100-027,2706,3392,3374
TPE-100-028,1555,1575,1691
TPE-100-029,3728,4430,4315
TPE-100-030,2072,2815,2957
TPE-100-031,2714,4062,4406
TPE-100-032,2378,3105,3353
TPE-100-033,2065,2754,3009
TPE-100-034,3716,4733,5412
TPE-100-035,3097,4632,4962
TPE-100-036,1778,2675,2912
TPE-100-037,473,689,622
TPE-100-038,2198,2947,3169
TPE-100-039,3360,3898,4177
TPE-100-040,2069,2686,3180
TPE-110-001,1586,2140,2232
TPE-110-002,1326,1721,1810
TPE-110-003,1235,1559,1709
TPE-110-004,2841,3263,2955
TPE-110-005,2952,3787,4112
TPE-110-006,2360,3016,3332
TPE-110-007,2987,3975,4344
TPE-110-008,3008,4182,4323
TPE-110-009,2529,3514,3843
TPE-110-010,1721,2332,2518
TPE-110-011,2544,3804,3946
TPE-110-012,2339,2760,3161
TPE-110-013,2662,3415,3648
TPE-110-014,1933,2495,2676
TPE-110-015,1995,2746,2724
TPE-110-016,2111,3120,3193
TPE-110-017,2686,3897,4099
TPE-110-018,1489,2046,2078
TPE-110-019,2384,3355,3427
TPE-110-020,3274,4599,4625
TPE-110-021,2599,3877,3947
TPE-110-022,2645,3779,3736
TPE-110-023,1804,2685,2353
TPE-110-024,2233,3089,2731
TPE-110-025,1288,1761,1953
TPE-110-026,2620,3510,4017
TPE-110-027,1823,2145,2427
TPE-110-028,2197,2759,3173
TPE-110-029,1918,2581,2800
TPE-110-030,2116,2830,3096
TPE-110-031,2727,3790,4116
TPE-110-032,1796,2719,2829
TPE-110-033,2093,2856,3204
TPE-110-034,3231,4240,4735
TPE-110-035,2455,3243,3616
TPE-110-036,2317,3139,3546
TPE-110-037,1905,2535,2855
TPE-110-038,1916,2467,2846
TPE-110-039,2792,3911,4324
TPE-110-040,2669,3532,4025
TPE-110-041,3378,4275,5015
TPE-110-042,2500,3351,3789
TPE-110-043,465,691,654
TPE-110-044,529,774,676
TPE-110-045,767,1092,1040
TPE-110-046,1403,1534,1606
TPE-110-047,585,929,801
TPE-110-048,524,772,740
TPE-110-049,537,788,705
TPE-110-050,1174,1358,1447
TPE-110-051,1189,1520,1549
TPE-120-001,1531,2015,2156
TPE-120-002,1638,2167,2368
TPE-120-003,2037,2689,2925
TPE-120-004,2640,3629,4007
TPE-120-005,2738,3828,4176
TPE-120-006,2919,3777,4115
TPE-120-007,2908,3836,4146
TPE-120-008,2869,3838,4254
TPE-120-009,3520,4497,4851
TPE-120-010,3265,3837,4330
TPE-120-011,1853,2484,2805
TPE-120-012,1622,2279,2544
TPE-120-013,2506,3615,3908
TPE-120-014,1918,2689,3030
TPE-120-015,1730,2424,2677
TPE-120-016,2051,2820,3163
TPE-120-017,3340,4699,5021
TPE-120-018,2082,2788,2900
TPE-120-019,833,1130,1074
TPE-120-020,3471,4930,5018
TPE-120-021,3988,4983,4842
TPE-120-022,3378,4444,4816
TPE-120-023,2503,2957,3335
TPE-120-024,2318,3113,3185
TPE-120-025,2754,3374,3674
TPE-120-026,1478,1728,1735
TPE-120-027,2924,3065,3459
TPE-120-028,1741,2211,2354
TPE-120-029,2509,3189,3457
TPE-120-030,1941,2527,2736
TPE-120-031,2264,3136,3403
TPE-120-032,1220,1725,1744
TPE-120-033,1647,2162,2343
TPE-120-034,1706,2366,2533
TPE-120-035,2013,2646,2566
TPE-120-036,2163,2955,3033
TPE-120-037,2542,3617,3602
TPE-120-038,3987,5729,5756
TPE-120-039,860,1328,1187
TPE-120-040,710,954,871
TPE-120-041,421,645,611
TPE-120-042,390,559,446
TXG-010-001,867,1080,1125
TXG-010-002,1120,1589,1694
TXG-010-003,934,1223,1226
TXG-010-004,862,1050,1112
TXG-010-005,1132,1497,1556
TXG-010-006,1030,1261,1207
TXG-010-007,1091,1397,1345
TXG-010-008,1005,1114,1091
TXG-020-001,1645,2051,1852
TXG-020-002,1417,1948,1858
TXG-020-003,1422,2090,2217
TXG-020-004,1206,1661,1699
TXG-020-005,1247,1428,1386
TXG-020-006,709,1008,859
TXG-020-007,934,1459,1374
TXG-020-008,873,1288,1309
TXG-020-009,2160,3578,3573
TXG-020-010,1698,2421,2495
TXG-020-011,1597,2182,2238
TXG-020-012,1262,1708,1666
TXG-020-013,1827,2488,2467
TXG-020-014,896,1046,995
TXG-020-015,1979,2440,2423
TXG-020-016,3162,4856,4889
TXG-020-017,2525,3667,3705
TXG-030-001,1563,1978,2039
TXG-030-002,1773,2226,2359
TXG-030-003,1643,2008,2115
TXG-030-004,1262,1520,1615
TXG-030-005,1151,1554,1555
TXG-030-006,1247,1554,1652
TXG-030-007,2080,2368,2773
TXG-030-008,1583,2181,2175
TXG-030-009,2155,2868,3121
TXG-030-010,1727,2024,2282
TXG-030-011,3082,3922,4264
TXG-030-012,4164,5781,6209
TXG-030-013,3205,4066,4259
TXG-030-014,1853,2450,2692
TXG-030-015,950,1254,1332
TXG-030-016,1190,1647,1756
TXG-030-017,2360,2839,3113
TXG-030-018,1475,2128,2097
TXG-030-019,3083,3677,3720
TXG-030-020,1957,2394,2579
TXG-030-021,2554,3166,3514
TXG-030-022,2292,3050,3197
TXG-040-001,1122,1400,1607
TXG-040-002,895,1200,1380
TXG-040-003,1347,1675,1739
TXG-040-004,1086,1397,1600
TXG-040-005,743,1024,1105
TXG-040-006,969,1188,1344
TXG-040-007,2186,2668,2935
TXG-040-008,1834,2532,2729
TXG-040-009,2527,3199,3415
TXG-040-010,1087,1373,1335
TXG-040-011,1556,1870,1967
TXG-040-012,1662,1974,2125
TXG-040-013,1267,1537,1503
TXG-040-014,2949,3706,4161
TXG-040-015,2545,3163,3549
TXG-040-016,2528,3088,3301
TXG-040-017,2660,3394,3992
TXG-040-018,2544,3247,3389
TXG-040-019,2508,3298,3535
TXG-040-020,1219,1621,1783
TXG-040-021,1608,2109,2300
TXG-040-022,2203,2652,3020
TXG-040-023,1901,2355,2650
TXG-040-024,1311,1651,1751
TXG-040-025,2006,2422,2793
TXG-050-001,1025,1170,1236
TXG-050-002,1617,1899,2097
TXG-050-003,656,881,858
TXG-050-004,804,951,917
TXG-050-005,921,1030,1057
TXG-050-006,1408,1589,1620
TXG-050-007,1373,1838,1857
TXG-050-008,2200,3008,3042
TXG-050-009,1475,1877,1936
TXG-050-010,1058,1355,1410
TXG-050-011,2007,2412,2574
TXG-050-012,1012,1232,1375
TXG-050-013,2598,3290,3539
TXG-050-014,1928,2329,2546
TXG-050-015,2796,3125,3025
TXG-050-016,2120,2571,2791
TXG-050-017,1547,1898,2101
TXG-050-018,2268,2726,2967
TXG-050-019,1198,1595,1622
TXG-050-020,1737,1978,2127
TXG-050-021,2672,3607,3807
TXG-050-022,2156,2892,3099
TXG-050-023,2684,3442,3923
TXG-050-024,1751,2119,2441
TXG-050-025,1752,2217,2505
TXG-050-026,764,959,1071
TXG-050-027,861,1017,955
TXG-050-028,1028,1355,1351
TXG-050-029,970,1159,1207
TXG-050-030,1460,1981,2091
TXG-050-031,1565,1902,2099
TXG-050-032,1987,2474,2751
TXG-050-033,1225,1536,1619
TXG-050-034,1622,2044,2304
TXG-050-035,1363,1742,2047
TXG-050-036,1699,2194,2475
TXG-060-001,1994,2782,3002
TXG-060-002,1552,2413,2354
TXG-060-003,2282,2845,2553
TXG-060-004,275,547,490
TXG-060-005,5257,6280,7125
TXG-060-006,2307,2655,2987
TXG-060-007,1976,2449,2706
TXG-060-008,1297,1605,1716
TXG-060-009,2145,2818,3066
TXG-060-010,1451,1855,2046
TXG-060-011,1382,2209,2331
TXG-060-012,1038,1226,1249
TXG-060-013,1351,1789,1945
TXG-060-014,1842,2478,2723
TXG-060-015,1949,2951,2964
TXG-060-016,801,1586,1549
TXG-060-017,1187,2091,2074
TXG-060-018,5225,6931,7188
TXG-060-019,1151,1587,1735
TXG-060-020,1818,2704,2658
TXG-060-021,2615,3495,3813
TXG-060-022,1532,2007,2243
TXG-060-023,2653,3704,4007
TXG-060-024,2388,3189,3413
TXG-060-025,1775,2298,2600
TXG-060-026,1881,2389,2651
TXG-060-027,2262,2725,3041
TXG-060-028,1814,2420,2623
TXG-060-029,2338,3109,3313
TXG-060-030,1618,2155,2343
TXG-060-031,3127,3851,4424
TXG-060-032,1783,2458,2621
TXG-060-033,1505,2366,2411
TXG-060-034,1244,1797,1907
TXG-060-035,2059,2576,2803
TXG-060-036,1430,1666,1855
TXG-060-037,1350,1724,1888
TXG-060-038,3056,3931,4457
TXG-060-039,2549,3359,3660
TXG-070-001,3681,5066,5445
